,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[10 13 16],682,I Know What You Did Last Summer (1997),"https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0119345/?ref_=fn_al_tt_1,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,5.7,139K,['Jim Gillespie'],"['Lois Duncan', 'Kevin Williamson']","['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Anne Heche', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Muse Watson', 'Bridgette Wilson-Sampras', 'Johnny Galecki', 'Stuart Greer', 'J. Don Ferguson', 'Deborah Hobart', 'Mary McMillan', ""Rasool J'Han"", 'Dan Albright', 'Lynda Clark', 'Shea Broom', 'John Bennes', 'Jennifer Bland']",R,1997.0,1h 41min,12-12-1997,United Kingdom,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. But exactly one year later, the dead man returns from his watery grave and he's looking for more than an apology. —Anonymous"
1,[1 3],768,Casper (1995),"https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR6,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR9,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR12,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0112642/?ref_=fn_al_tt_1,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,6.1,128K,['Brad Silberling'],"['Joseph Oriolo', 'Sherri Stoner', 'Deanna Oliver']","['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle', 'Chauncey Leopardi', 'Spencer Vrooman', 'Malachi Pearson', 'Ben Stein', 'Don Novello', 'Fred Rogers', 'Terry Murphy', 'Ernestine Mercer', 'Doug Bruckner', 'Joe Nipote', 'Joe Alaskey', 'Brad Garrett', 'John Kassir', 'Garette Ratliff Henson']",PG,1995.0,1h 40min,28-07-1995,United Kingdom,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn it to the ground when she discovers a map to a treasure hidden in it. But when she enters it to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey (Bill Pullman) to exorcise the ghosts from the mansion. James and his daughter, Kat, move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know"". But not so friendly are Casper's uncles Stretch, Fatso, and Stinkie, who are determined to drive all ""fleshies"" away. Ultimately, it is up to James and Kat to help the ghosts cross over to the other side. —Joshua Davis "
2,[ 9 16],1422,Suture (1993),"https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,4,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,5,380,562_.jpg 380w",http://www.imdb.com/title/tt0108260/?ref_=fn_al_tt_1,"After his brother tries to kill him, a man survives only to find himself in another man's body.",6.6,1.9K,"['Scott McGehee', 'David Siegel']","['Scott McGehee', 'David Siegel']","['Dennis Haysbert', 'Mel Harris', 'Sab Shimono', 'Dina Merrill', 'Michael Harris', 'David Graf', 'Fran Ryan', 'John Ingle', 'Sanford Gibbons', 'Mark DeMichele', 'Sandra Ellis Lafferty', 'Capri Darling', 'Carol Kiernan', 'Laura Groppe', 'Mel Coleman', 'Lon Carli', 'Ann Van Wey', 'Sam Smiley']",Not Rated,1993.0,1h 36min,20-01-1995,United Kingdom,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones? —Michael Brooke "
3,[7],454,Bastard Out of Carolina (1996),"https://m.media-amazon.com/images/M/MV5BYzRlZWU2NjktYzhkYS00YmFkLTlhMGYtNWZjZjE4Mzc0NWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR7,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYzRlZWU2NjktYzhkYS00YmFkLTlhMGYtNWZjZjE4Mzc0NWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR10,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYzRlZWU2NjktYzhkYS00YmFkLTlhMGYtNWZjZjE4Mzc0NWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR13,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115633/?ref_=fn_al_tt_1,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,7.4,4.3K,['Anjelica Huston'],"['Dorothy Allison', 'Anne Meredith']","['Jennifer Jason Leigh', 'Ron Eldard', 'Glenne Headly', 'Lyle Lovett', 'Jena Malone', 'Dermot Mulroney', 'Christina Ricci', 'Michael Rooker', 'Diana Scarwid', 'Susan Traylor', 'Grace Zabriskie', 'Richard Todd Sullivan', 'Pat Hingle', 'Lindley Mayer', 'Jamison Stewart', 'Timothy Stewart', 'Kelsey Elizabeth Boulware', 'Jeffrey Pillars']",R,1996.0,1h 38min,08-11-1997,South Korea,"Difficult tale of a poor, struggling South Carolina mother and daughter who each face painful choices with resolve and pride. Tired Anney and her daughter Bone grow both closer and farther apart as Anney sees Glen as her last chance despite his mistreatment of Bone. —Lew Jacobs "
4,[ 0  1 16],930,Chain Reaction (1996),"https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115857/?ref_=fn_al_tt_1,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,5.7,51K,['Andrew Davis'],"['Arne Schmidt', 'Rick Seaman', 'Josh Friedman']","['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz', 'Fred Ward', 'Kevin Dunn', 'Brian Cox', 'Joanna Cassidy', 'Chelcie Ross', 'Nicholas Rudall', 'Tzi Ma', 'Krzysztof Pieczynski', 'Julie Pearl', 'Godfrey', 'Gene Barge', 'Nathan Davis', 'Aaron Williams', 'Daniel H. Friedman', 'Johnny Lee Davenport']",PG-13,1996.0,1h 47min,06-09-1996,United Kingdom,"At a Chicago university, a research team that includes brilliant Eddie Kasalivich (Keanu Reeves) experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, Dr. Paul Shannon (Morgan Freeman) has ties to a private company that wants to exploit the technology, so Kasalivich and Dr. Lily Sinclair (Rachel Weisz) are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves. —maschzentertainment"
5,[7],1224,"Scout, The (1994)","https://m.media-amazon.com/images/M/MV5BYTllMzNmNzItN2IzNC00YjhmLThiMmItY2RmODBiMGE2NjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTllMzNmNzItN2IzNC00YjhmLThiMmItY2RmODBiMGE2NjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTllMzNmNzItN2IzNC00YjhmLThiMmItY2RmODBiMGE2NjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0111094/?ref_=fn_al_tt_1,The story of a baseball scout who discovers a talented but troubled baseball player.,5.4,6.3K,['Michael Ritchie'],"['Roger Angell', 'Andrew Bergman', 'Albert Brooks']","['Albert Brooks', 'Brendan Fraser', 'Dianne Wiest', 'Anne Twomey', 'Lane Smith', 'Michael Rapaport', 'Barry Shabaka Henley', 'John Capodice', 'Art Garfield', 'Louis Giovannetti', 'Stephen Demek', 'Ralph Drischell', 'Brett Rickaby', 'Jack Rader', 'Marcia Rodd', 'Steve Eastin', 'Lee Weaver', 'John LaMotta']",PG-13,1994.0,1h 41min,30-09-1994,United States,"Al Percolo is a major league baseball scout sent to scout in Mexico as a punishment. However, he eventually stumbles across Steve Nebraska, a young American who can pitch AND hit better than anyone else can do either. He signs Steve and returns home in glory. It soon becomes obvious, though, that Steve is immature and possibly unstable, and Al turns to psychiatrist Doctor H. Aaron, whom he picks for her name, for help. —Reid Gagle"
6,[19],621,"Davy Crockett, King of the Wild Frontier (1955)","https://m.media-amazon.com/images/M/MV5BZWY3MGVmM2YtYzkzYy00MjNmLTljMDctNDc5ZWUyNTM2OWU0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWY3MGVmM2YtYzkzYy00MjNmLTljMDctNDc5ZWUyNTM2OWU0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX285_CR0,8,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWY3MGVmM2YtYzkzYy00MjNmLTljMDctNDc5ZWUyNTM2OWU0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX380_CR0,10,380,562_.jpg 380w",http://www.imdb.com/title/tt0047977/?ref_=fn_al_tt_1,"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.",7.0,4K,['Norman Foster'],['Thomas W. Blackburn'],"['Fess Parker', 'Buddy Ebsen', 'Basil Ruysdael', 'Hans Conried', 'William Bakewell', 'Kenneth Tobey', 'Pat Hogan', 'Helene Stanley', 'Nick Cravat', 'Don Megowan', 'Mike Mazurki', 'Jeff Thompson', 'Henry Joyner', 'Campbell Brown', 'Robert Booth', 'Eugene Brindel', 'Benjamin Hornbuckle', 'Jim Maddux']",Approved,1955.0,1h 33min,22-12-1955,United Kingdom,"Legends (and myths) from the life of famed American frontiersman Davy Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and partake in the last stand at the Alamo. —Jim Beaver "
7,[ 0  4 18],80,Hot Shots! Part Deux (1993),"https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0107144/?ref_=fn_al_tt_1,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",6.6,88K,['Jim Abrahams'],"['Jim Abrahams', 'Pat Proft']","['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino', 'Richard Crenna', 'Brenda Bakke', 'Miguel Ferrer', 'Rowan Atkinson', 'Jerry Haleva', 'David Wohl', 'Mitchell Ryan', 'Michael Colyar', 'Ryan Stiles', 'Rosemary Johnston', 'Ben Lemon', 'Buck McDancer', 'Larry Lindsey', 'Ed Beheler', 'Daniel T. Healy']",PG-13,1993.0,1h 26min,20-08-1993,United Kingdom,"Topper Harley is found working as an odd-job-man in a monastery. The CIA wants him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm. The President is Tug Benson, who also likes to be in on the action. Basically, it's a send-up of all the big shoot-em-up Rambo/Robocop/T2/Commando-type movies. —Rob Hartill"
8,[ 4 16],1670,Tainted (1998),"https://m.media-amazon.com/images/M/MV5BMjA3ODk4MzM2MF5BMl5BanBnXkFtZTgwMzE4MDU1NjE@._V1_QL75_UY281_CR11,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjA3ODk4MzM2MF5BMl5BanBnXkFtZTgwMzE4MDU1NjE@._V1_QL75_UY422_CR16,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjA3ODk4MzM2MF5BMl5BanBnXkFtZTgwMzE4MDU1NjE@._V1_QL75_UY562_CR21,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0128690/?ref_=fn_al_tt_1,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.,4.3,126,['Brian Evans'],['Sean Farley'],"['Jason Brouwer', 'T.J. Timon', 'Ronnie Walsh', 'Greg James', 'Stacey Murphy', 'Trish Stroh', 'Tuyen Cao', 'Kevin Joy', 'Sean Farley', 'Dean Chekvala', 'Carol Thoel', 'Edward Zeimis', 'Kristy Thoel', 'Robert St. Mary', 'Benedetto Sorrentino', 'Scott Clevenger', 'Tina Kapousis', 'Micheal Agrusso']",R,1998.0,1h 48min,18-05-1998,United States,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.
9,[7],676,"Crucible, The (1996)","https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115988/?ref_=fn_al_tt_1,A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,6.8,37K,['Nicholas Hytner'],['Arthur Miller'],"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Joan Allen', 'Bruce Davison', 'Rob Campbell', 'Jeffrey Jones', 'Peter Vaughan', 'Karron Graves', 'Charlayne Woodard', 'Frances Conroy', 'Elizabeth Lawrence', 'George Gaynes', 'Mary Pat Gleason', 'Robert Breuler', 'Rachael Bella', 'Ashley Peldon', 'Tom McDermott']",PG-13,1996.0,2h 4min,21-02-1997,United Kingdom,"A small group of teen girls in 1692 Salem, Massachusetts caught in an innocent conjuring of love potions to catch young men are forced to tell lies that Satan had invaded them and forced them to participate in the rites and are then forced to name those involved. Thrown into the mix are greedy preachers and other major landowners trying to steal others' land and one young woman infatuated with a married man and determined to get rid of his innocent wife. Arthur Miller wrote the events and the subsequent trials where those who demanded their innocence were executed, those who would not name names were incarcerated and tortured, and those who admitted their guilt were immediately freed as a parable of the Congressional Communist witch hunts led by Senator Joe McCarthy in 1950's America. —John Sacksteder "
