,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date_x,country_x,release_date_y,country_y,storyline
0,[13 15],1159,Stalker (1979),"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_QL75_UY422_CR6,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_QL75_UY562_CR9,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0079944/?ref_=fn_al_tt_1,A guide leads two men through an area known as the Zone to find a room that grants wishes.,8.1,127K,['Andrei Tarkovsky'],"['Arkadiy Strugatskiy', 'Boris Strugatskiy', 'Andrei Tarkovsky']","['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Natalya Abramova', 'Faime Jurno', 'E. Kostin', 'Raymo Rendi', 'Sergey Yakovlev', 'Vladimir Zamanskiy']",Not Rated,1979,2h 42min,01-01-1981,United Kingdom,01-01-1981,United Kingdom,"In a small, unnamed country there's an area called the Zone. It's an unusual area, and within its a place known as the Room, where it's believed wishes are granted. The government declared The Zone a no-go area and have sealed it off. This hasn't stopped people from entering the Zone. A writer, and a professor, want to reach the Zone. Their guide - a man known as a stalker, has a special relation with the Zone. —grantss"
1,[ 4 14],702,Barcelona (1994),"https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY281_CR2,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY422_CR2,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY562_CR3,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0109219/?ref_=fn_al_tt_1,"An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals.",7.0,6K,['Whit Stillman'],['Whit Stillman'],"['Taylor Nichols', 'Chris Eigeman', 'Tushka Bergen', 'Mira Sorvino', 'Pep Munné', 'Hellena Taylor', 'Núria Badia', 'Thomas Gibson', 'Jack Gilpin', 'Pere Ponce', 'Laura López', 'Francis Creighton', 'Edmon Roch', 'Diana Sassen', 'Àngels Bassas', 'Elisenda Bautesta', 'Andrea Montero', 'Fred Degen']",PG-13,1994,1h 41min,27-01-1995,United Kingdom,27-01-1995,United Kingdom,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer in the US Navy. Over the next few months, both their lives are irrevocably altered by the events which follow Fred's arrival, events which are the trivial stuff of a comedy of manners at first but which gradually grow increasingly dramatic. —Tim Horrigan "
2,[ 3  4 13],878,That Darn Cat! (1997),"https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX190_CR0,3,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX285_CR0,6,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX380_CR0,7,380,562_.jpg 380w",http://www.imdb.com/title/tt0059793/?ref_=fn_al_tt_1,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",6.8,6.6K,['Robert Stevenson'],"['Gordon Gordon', 'Mildred Gordon', 'Bill Walsh']","['Hayley Mills', 'Dean Jones', 'Dorothy Provine', 'Roddy McDowall', 'Neville Brand', 'Elsa Lanchester', 'William Demarest', 'Frank Gorshin', 'Richard Eastham', 'Grayson Hall', 'Tom Lowell', 'Richard Deacon', 'Iris Adrian', 'Liam Sullivan', 'Don Dorrell', 'Gene Blakely', 'Karl Held', 'Ed Wynn']",Approved,1965,1h 56min,05-11-1965,United Kingdom,05-11-1965,United Kingdom,"A woman is kidnapped. While in captivity, she manages to send a message out with a wandering cat. The cat's owner calls the F.B.I. The F.B.I. tries to follow the cat. Jealous boyfriends and nosy neighbors also get into the act. —Rob Brown "
3,[7],1665,"Brother's Kiss, A (1997)","https://m.media-amazon.com/images/M/MV5BMTJiNTYzNjctOTBjNi00NjIwLTgxZWEtZWMzMDA4MjAyNzdmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTJiNTYzNjctOTBjNi00NjIwLTgxZWEtZWMzMDA4MjAyNzdmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR6,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTJiNTYzNjctOTBjNi00NjIwLTgxZWEtZWMzMDA4MjAyNzdmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR9,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0118783/?ref_=fn_al_tt_1,"Two brothers, Lex and younger Mick, are living in Harlem. Mick is a policeman, and Lex, who spent youth years in reformatory because of injustice after he confronted the cop who tried to sodomize Mick on the street, is living with his wife Debbie trying to make ends meet and failing. One day Lex calls Mick - he has a problem...",6.0,367,['Seth Zvi Rosenfeld'],['Seth Zvi Rosenfeld'],"['Nick Chinlund', 'Michael Raynor', 'Justin Pierce', 'Joshua Danowsky', 'Cathy Moriarty', 'Richard Palmer', 'Scott Cohen', 'Jason Andrews', 'Kevin Thigpen', 'Frank Minucci', 'Aesha Waks', 'Rafael Nunez', 'Erica Nicole Grier', 'Maurice Ballard', 'Andre B. Blake', 'Rosie Perez', 'Arthur J. Nascarella', 'Cameron Lucente']",R,1997,1h 32min,25-04-1997,United States,25-04-1997,United States,"Two brothers, Lex and younger Mick, are living in Harlem. Mick is a policeman, and Lex, who spent youth years in reformatory because of injustice after he confronted the cop who tried to sodomize Mick on the street, is living with his wife Debbie trying to make ends meet and failing. One day Lex calls Mick - he has a problem... —Anonymous"
4,[ 7 14],531,Shine (1996),"https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0117631/?ref_=fn_al_tt_1,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",7.7,53K,['Scott Hicks'],"['Jan Sardi', 'Scott Hicks']","['Geoffrey Rush', 'Armin Mueller-Stahl', 'Justin Braine', 'Sonia Todd', 'Chris Haywood', 'Alex Rafalowicz', 'Gordon Poole', 'Nicholas Bell', 'Danielle Cox', 'Rebecca Gooden', 'Marta Kaczmarek', 'John Cousins', 'Noah Taylor', 'Paul Linkson', 'Randall Berger', 'Ian Welbourne', 'Kelly Bottrill', 'Beverley Vaughan']",PG-13,1996,1h 45min,03-01-1997,United Kingdom,03-01-1997,United Kingdom,"As a child piano prodigy, David Helfgott's musical ambitions generate friction with his overbearing father, Peter. When Helfgott travels to London on a musical scholarship, his career as a pianist blossoms. However, the pressures of his newfound fame, coupled with the echoes of his tumultuous childhood, conspire to bring Helfgott's latent schizophrenia boiling to the surface, and he spends years in and out of various mental institutions. —Jwelch5742"
5,[ 7 16],979,"Trigger Effect, The (1996)","https://m.media-amazon.com/images/M/MV5BMDI5ODY4ZmYtMTVlNi00NmYxLTg1NTItODYzOGNhYzY4NjE0XkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY281_CR111,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMDI5ODY4ZmYtMTVlNi00NmYxLTg1NTItODYzOGNhYzY4NjE0XkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY422_CR167,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMDI5ODY4ZmYtMTVlNi00NmYxLTg1NTItODYzOGNhYzY4NjE0XkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY562_CR222,0,380,562_.jpg 380w",http://www.imdb.com/title/tt6148556/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['Don DuPree'],"['Roger Ebert', 'Gene Siskel']","['Roger Ebert', 'Gene Siskel']",,,,07-09-1996,United States,07-09-1996,United States,
6,[4 7],1426,Grace of My Heart (1996),"https://m.media-amazon.com/images/M/MV5BOTA0YzkzM2MtNzlhNi00ZTdmLThlMmQtMTI3OGY1NzYxZGRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTA0YzkzM2MtNzlhNi00ZTdmLThlMmQtMTI3OGY1NzYxZGRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTA0YzkzM2MtNzlhNi00ZTdmLThlMmQtMTI3OGY1NzYxZGRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR2,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0116442/?ref_=fn_al_tt_1,"Edna wins a recording contract singing her own song at a competition in 1958. After trying to make it as a singer/songwriter for 11 months in NYC, she has success writing songs for others at the Brill Building.",6.7,3.8K,['Allison Anders'],['Allison Anders'],"['Illeana Douglas', 'John Turturro', 'Sissy Boyd', 'Christina Pickles', 'Jill Sobule', 'Jennifer Leigh Warren', 'Tegan West', 'Richard Schiff', 'Natalie Venetia Belcon', 'Kathy Barbour', 'Diane Robin', 'Eric Jerome Kirkland', 'Irving Washington III', 'Kurt Jackson', 'Michael Angelo Saulsberry', 'Drena De Niro', 'Jade Gordon', 'Eric Stoltz']",R,1996,1h 56min,21-02-1997,United Kingdom,21-02-1997,United Kingdom,"An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break, through the pain of rejection from the recording industry and a bad marriage, to her final triumph. —John Deming "
7,[ 7 16],1370,I Can't Sleep (J'ai pas sommeil) (1994),"https://m.media-amazon.com/images/M/MV5BMjAzMzk1NDQ3N15BMl5BanBnXkFtZTcwMzM5NjcyMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjAzMzk1NDQ3N15BMl5BanBnXkFtZTcwMzM5NjcyMQ@@._V1_QL75_UX285_CR0,49,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjAzMzk1NDQ3N15BMl5BanBnXkFtZTcwMzM5NjcyMQ@@._V1_QL75_UX380_CR0,65,380,562_.jpg 380w",http://www.imdb.com/title/tt0110171/?ref_=fn_al_tt_1,"A serial killer terrorizes Paris at night, but that doesn't stop Daïga and Théo from meeting up, and falling in love.",6.9,1.2K,['Claire Denis'],"['Jean-Pol Fargeau', 'Claire Denis']","['Yekaterina Golubeva', 'Richard Courcet', 'Vincent Dupont', 'Laurent Grévill', 'Alex Descas', 'Irina Grjebina', 'Tolsty', 'Line Renaud', 'Béatrice Dalle', 'Ira Mandella-Paul', 'Sophie Simon', 'Danièle Van Bercheycke', 'Patrick Grandperret', 'Fabienne Mai', 'Alice Hurtaux', 'Antoine Chappey', 'Francis Lemonnier', 'Arnaud Carbonnier']",Unrated,1994,1h 50min,18-05-1994,France,18-05-1994,France,"Beautiful Daiga has emigrated from Lithuania to Paris and is looking for a place to stay and work. Theo is a struggling musician, and his brother Camille - a transvestite dancer. One of these three people might be connected to the serial ""Granny Killer"" who has been terrorizing Paris for a while. —Dragomir R. Radev "
8,[15 16],1210,Virtuosity (1995),"https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0114857/?ref_=fn_al_tt_1,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",5.6,29K,['Brett Leonard'],['Eric Bernt'],"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch', 'Stephen Spinella', 'William Forsythe', 'Louise Fletcher', 'William Fichtner', 'Costas Mandylor', ""Kevin J. O'Connor"", 'Kaley Cuoco', 'Christopher Murray', 'Heidi Schanz', 'Traci Lords', 'Gordon Jennison Noice', 'Mari Morrow', 'Miracle Vincent', 'Mara Duronslet', 'Michael Buffer']",R,1995,1h 46min,31-05-1996,United Kingdom,31-05-1996,United Kingdom,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers. LETAC would like to train police officers by putting them in VR with SID, but they must prove the concept by using prisoners as test subjects. One such prisoner is ex-cop Parker Barnes. When SID manages to inject his personality into a nano-machine android, it appears that Barnes might be the only one who can stop him. —Murray Chapman "
9,[ 5 16],1083,Albino Alligator (1996),"https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX285_CR0,9,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX380_CR0,11,380,562_.jpg 380w",http://www.imdb.com/title/tt0115495/?ref_=fn_al_tt_1,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",6.1,8K,['Kevin Spacey'],['Christian Forte'],"['Matt Dillon', 'Faye Dunaway', 'Gary Sinise', 'William Fichtner', 'Viggo Mortensen', 'John Spencer', 'Skeet Ulrich', 'Frankie Faison', 'Melinda McGraw', 'M. Emmet Walsh', 'Joe Mantegna', 'Doug Spinuzza', 'Spencer Garrett', 'Enrico Colantoni', 'Tulsy Ball', 'Travis Appel', 'Brad Koepenick', 'Jock Worthen']",R,1996,1h 34min,22-08-1997,United Kingdom,22-08-1997,United Kingdom,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside. —Danny Paikov 
