,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[4],1057,"Pallbearer, The (1996)","https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0117283/?ref_=fn_al_tt_1,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",5.0,9.9K,['Matt Reeves'],"['Jason Katims', 'Matt Reeves']","['David Schwimmer', 'Gwyneth Paltrow', 'Michael Rapaport', 'Toni Collette', 'Carol Kane', 'Michael Vartan', 'Bitty Schram', 'Jean De Baer', 'Elizabeth Franz', 'Mark Margolis', 'Barbara Hershey', 'Edoardo Ballerini', 'Matthew Faber', 'Robin Morse', 'Tony Machine', 'Robert Katims', 'Greg Grunberg', 'David Vadim']",PG-13,1996.0,1h 38min,08-08-1997,United Kingdom,"Chaos unfolds as Tom is roped into being a pallbearer (and delivering the eulogy!) by the mother of a recently deceased ""friend"" from high school that he just can't remember. In the meantime, an unrequited love from high school (NOT the dead guy's girlfriend) reappears in his life. —Anonymous"
1,[15],1154,Alphaville (1965),"https://m.media-amazon.com/images/M/MV5BNDg4ODQ4NGMtZDg1My00ZDUxLWJkZjYtOThkNDhhMmFkOGZmXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNDg4ODQ4NGMtZDg1My00ZDUxLWJkZjYtOThkNDhhMmFkOGZmXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_QL75_UY422_CR12,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNDg4ODQ4NGMtZDg1My00ZDUxLWJkZjYtOThkNDhhMmFkOGZmXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_QL75_UY562_CR17,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0058898/?ref_=fn_al_tt_1,A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.,7.1,24K,['Jean-Luc Godard'],"['Jean-Luc Godard', 'Paul Éluard']","['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff', 'Valérie Boisgel', 'Jean-Louis Comolli', 'Michel Delahaye', 'Jean-André Fieschi', 'Christa Lang', 'Jean-Pierre Léaud', 'László Szabó', 'Howard Vernon']",Not Rated,1965.0,1h 39min,01-11-1965,United Kingdom,"Lemmy Caution, an American private-eye, arrives in Alphaville, a futuristic city on another planet. His very American character is at odds with the city's ruler, an evil scientist named Von Braun, who has outlawed love and self-expression. —Gene Volovich "
2,[14],1024,Mrs. Dalloway (1997),"https://m.media-amazon.com/images/M/MV5BYWMzYTJjMzEtOWQ1Zi00MzU3LTk3NWMtNTA1YjFlNDRhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR2,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYWMzYTJjMzEtOWQ1Zi00MzU3LTk3NWMtNTA1YjFlNDRhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR2,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYWMzYTJjMzEtOWQ1Zi00MzU3LTk3NWMtNTA1YjFlNDRhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR3,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0119723/?ref_=fn_al_tt_1,"In 1923 London, socialite Clarissa Dalloway's (Vanessa Redgrave's) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",6.7,3.8K,['Marleen Gorris'],"['Eileen Atkins', 'Virginia Woolf']","['Vanessa Redgrave', 'Natascha McElhone', 'Michael Kitchen', 'Alan Cox', 'Sarah Badel', 'Lena Headey', 'John Standing', 'Robert Portal', 'Oliver Ford Davies', 'Hal Cruttenden', 'Rupert Graves', 'Amelia Bullmore', 'Margaret Tyzack', 'Robert Hardy', 'Richenda Carey', 'Katie Carr', 'Selina Cadell', 'Amanda Drew']",PG-13,1997.0,1h 37min,06-03-1998,United Kingdom,"London, summer 1923. Clarissa, Member of Parliament Richard Dalloway's wife, sets out on a beautiful morning; she's shopping for flowers for her party that evening. At the same time Septimus Warren Smith, a young man who survived the battlefields of Europe, is suffering from a nightmarish delayed on-set form of shell shock. Clarissa's nearly-grown daughter is distant, and preoccupied. In the course of one day, Peter, Clarissa's passionate old suitor, returns from India and is invited to her party, Septimus commits suicide, Clarissa relives a day in her youth (and her reasons for her choice of a life with the reliable Richard Dalloway). —Eileen Berdon "
3,[ 1 14],947,"Big Blue, The (Grand bleu, Le) (1988)","https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY422_CR8,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR11,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0095250/?ref_=fn_al_tt_1,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",7.6,50K,['Luc Besson'],"['Luc Besson', 'Robert Garland', 'Marilyn Goldin']","['Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette', 'Paul Shenar', 'Sergio Castellitto', 'Jean Bouise', 'Marc Duret', 'Griffin Dunne', 'Andréas Voutsinas', 'Valentina Vargas', 'Kimberly Beck', 'Patrick Fontana', 'Alessandra Vazzoler', 'Geoffrey Carey', 'Bruce Guerre-Berthelot', 'Gregory Forstner', 'Claude Besson', 'Marika Gevaudan']",PG,1988.0,2h 48min,24-02-1989,United Kingdom,"Enzo and Jacques have known each other for a long time. Their friendship started in their childhood days in the Mediterranean. They were not real friends in these days, but there was something they both loved and used to do the whole day long: diving. One day Jacques' father, who was a diver too, died in the Mediterranean sea. After that incident Enzo and Jacques lost contact. After several years, Enzo and Jacques had grown up, Johanna, a young clerk in an insurance office, has to go to Peru. There she meets Jacques who is being studied by a group of scientists. He dives for some minutes into ice-cold water and the scientists monitor his physical state that is more like a dolphin than human. Johanna can not believe what she sees and gets very interested in Jacques but she's unable to get acquainted with him. Some weeks later back in her office, she finds out that Jacques will be competing in a diving championship that takes place in Taormina, Sicily. In order to see Jacques again she makes up a story so the firm sends her to Italy for business purposes. In Taormina there is also Enzo, the reigning diving world champion. He knows that only Jacques can challenge and probably beat him. This time Johanna and Jacques get closer, but Jacques, being more a dolphin than man, cannot really commit and his rivalry with Enzo pushes both men into dangerous territory..."
4,[ 4 14],1028,Grumpier Old Men (1995),"https://m.media-amazon.com/images/M/MV5BMjQxM2YyNjMtZjUxYy00OGYyLTg0MmQtNGE2YzNjYmUyZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjQxM2YyNjMtZjUxYy00OGYyLTg0MmQtNGE2YzNjYmUyZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjQxM2YyNjMtZjUxYy00OGYyLTg0MmQtNGE2YzNjYmUyZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113228/?ref_=fn_al_tt_1,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",6.7,26K,['Howard Deutch'],['Mark Steven Johnson'],"['Walter Matthau', 'Jack Lemmon', 'Ann-Margret', 'Sophia Loren', 'Burgess Meredith', 'Daryl Hannah', 'Kevin Pollak', 'Katie Sagona', 'Ann Morgan Guilbert', 'James Andelin', 'Marcus Klemp', 'Max Wright', 'Cheryl Hawker', 'Wayne A. Evenson', 'Allison Levine', 'John Patrick Martin', 'Adam Ward', 'Ryan Waldoch']",PG-13,1995.0,1h 41min,01-03-1996,United Kingdom,"Things don't seem to change much in Wabasha County: Max and John are still fighting after 35 years, Grandpa still drinks, smokes, and chases women , and nobody's been able to catch the fabled ""Catfish Hunter"", a gigantic catfish that actually smiles at fishermen who try to snare it. Six months ago John married the new girl in town (Ariel), and people begin to suspect that Max might be missing something similar in his life. The only joy Max claims is left in his life is fishing, but that might change with the new owner of the bait shop. —Murray Chapman "
5,[7],467,"Bronx Tale, A (1993)","https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_QL75_UX380_CR0,13,380,562_.jpg 380w",http://www.imdb.com/title/tt0106489/?ref_=fn_al_tt_1,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,7.8,134K,['Robert De Niro'],['Chazz Palminteri'],"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra', 'Taral Hicks', 'Kathrine Narducci', 'Clem Caserta', 'Alfred Sauchelli Jr.', 'Frank Pietrangolare', 'Joe Pesci', ""Robert D'Andrea"", 'Eddie Montanaro', 'Fred Fischer', 'Dave Salerno', ""Joseph D'Onofrio"", ""Luigi D'Angelo"", 'Louis Vanaria', 'Dominick Rocchio']",R,1993.0,2h 1min,18-02-1994,United Kingdom,"The Bronx, New York, 1960. 9-year-old Calogero grows up admiring and fascinated by the local mob boss, Sonny. Calogero's father, Lorenzo, wants to have nothing to do with the mob and does his best to keep his son away from Sonny and mob business. However, it may prove a losing battle. —grantss"
6,[7],1325,August (1996),"https://m.media-amazon.com/images/M/MV5BM2RlZGExMzEtMWM1Ny00YjI2LThkNWMtOWY0OGFjNzM4MWJmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BM2RlZGExMzEtMWM1Ny00YjI2LThkNWMtOWY0OGFjNzM4MWJmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BM2RlZGExMzEtMWM1Ny00YjI2LThkNWMtOWY0OGFjNzM4MWJmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0115591/?ref_=fn_al_tt_1,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his American wife.",5.9,814,['Anthony Hopkins'],"['Julian Mitchell', 'Anton Chekhov']","['Anthony Hopkins', 'Leslie Phillips', 'Kate Burton', 'Gawn Grainger', 'Rhian Morgan', 'Menna Trussler', 'Rhoda Lewis', 'Hugh Lloyd', 'Huw Garmon', 'Rhys Ifans', 'Susan Ellen Flynn', 'Buddug Morgan', 'Victoria Pugh', 'Ioan Meredith', 'Jâms Thomas', 'Simon Treves', 'Myfanwy Talog', 'Beth Morris']",PG,1996.0,1h 34min,09-08-1996,United Kingdom,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his American wife. —Jonathan Broxton "
7,[4],1509,Getting Even with Dad (1994),"https://m.media-amazon.com/images/M/MV5BMmY3NGRhM2MtY2UwZi00ZTNkLTljNTYtYjc4ZWE1OTQ3YjBhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,8,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMmY3NGRhM2MtY2UwZi00ZTNkLTljNTYtYjc4ZWE1OTQ3YjBhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX285_CR0,12,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMmY3NGRhM2MtY2UwZi00ZTNkLTljNTYtYjc4ZWE1OTQ3YjBhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX380_CR0,16,380,562_.jpg 380w",http://www.imdb.com/title/tt0109891/?ref_=fn_al_tt_1,A thief's son cons his father into spending more time with him.,4.8,7.9K,['Howard Deutch'],"['Tom S. Parker', 'Jim Jennewein']","['Macaulay Culkin', 'Ted Danson', 'Glenne Headly', 'Saul Rubinek', 'Gailard Sartain', 'Sam McMurray', 'Hector Elizondo', 'Sydney Walker', 'Kathleen Wilhoite', 'Dann Florek', 'Ron Canada', 'Ralph Peduto', 'Bert Kinyon', 'Melvin Thompson', 'Danny James Hunter', 'Suzanne Lime', 'Mary Dilts', 'Scott Beach']",PG,1994.0,1h 49min,05-08-1994,United Kingdom,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins. —"
8,[16],975,Fear (1996),"https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0116287/?ref_=fn_al_tt_1,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",6.2,45K,['James Foley'],['Christopher Crowe'],"['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen', 'Amy Brenneman', 'Alyssa Milano', 'Christopher Gray', 'Tracy Fraim', 'Gary Riley', 'Jason Kristofer', 'Jed Rees', 'Todd Caldecott', 'Gerry Bean', 'David Fredericks', 'Rav Toor', 'Andrew Airlie', 'Jo Bates', 'Will Sengotta', 'L. Harvey Gold']",R,1996.0,1h 37min,29-11-1996,United Kingdom,"Nicole walker is the average 16 year old girl; wants to have fun, and dreams of her Prince Charming. When she and her best friend Margot appear at a party, she meets older bad boy David. Everything seems to be going so well and Nicole and David become a couple. Nicole's family like David and she decides she loves him enough to give herself to him one night after a date. However, as soon as they became official, David has become a possessive and jealous boyfriend. He even beats up one of Nicole's close male friends when he is seen giving her a hug at the end of school. After this dark event Nicole never wants to see David again but he tries his hardest to make sure Nicole will take him back. Soon enough she forgives him and things seem to be going well again until a sick situation involving Nicole's best friend Margot turns to her and David breaking up again. This time David is not taking any chances with not being with Nicole so him and his friends go into her family home and attempt to take Nicole. Will David get Nicole or will she and her family hold back and get rid of David's sick craving for Nicole?"
9,[0 7],339,Mad City (1997),"https://m.media-amazon.com/images/M/MV5BYmQ0MWU1MjUtMzgxZS00NTE5LWEwNzgtMzY0NDUwNzFmOTI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmQ0MWU1MjUtMzgxZS00NTE5LWEwNzgtMzY0NDUwNzFmOTI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmQ0MWU1MjUtMzgxZS00NTE5LWEwNzgtMzY0NDUwNzFmOTI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0119592/?ref_=fn_al_tt_1,"A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.",6.3,20K,['Costa-Gavras'],"['Tom Matthews', 'Eric Williams']","['John Travolta', 'Dustin Hoffman', 'Alan Alda', 'Mia Kirshner', 'Robert Prosky', 'Blythe Danner', 'William Atherton', 'Ted Levine', 'Tammy Lauren', ""William O'Leary"", 'Raymond J. Barry', 'Lucinda Jenney', 'Akosua Busia', 'Ebbe Roe Smith', 'Bingwa', 'Chris Byrne', 'Bobby Brewer', 'Max Becker']",PG-13,1997.0,1h 55min,10-07-1998,United Kingdom,"Sam Baily, upset over losing his job, takes a natural history museum hostage. Max Brackett, journalist, is in the museum when this occurs and gets the scoop. The story spreads nationwide, and soon it is all anyone talks about. The story itself is the news, not the reason why or the real people behind it. —"
