,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date_x,country_x,release_date_y,country_y,storyline
0,[0 5 7],127,"Godfather, The (1972)","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR4,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY422_CR6,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY562_CR8,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0068646/?ref_=fn_al_tt_1,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,9.2,1.7M,['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola']","['Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton', 'Richard S. Castellano', 'Robert Duvall', 'Sterling Hayden', 'John Marley', 'Richard Conte', 'Al Lettieri', 'Abe Vigoda', 'Talia Shire', 'Gianni Russo', 'John Cazale', 'Rudy Bond', 'Al Martino', 'Morgana King', 'Lenny Montana']",R,1972,2h 55min,24-08-1972,United Kingdom,24-08-1972,United Kingdom,"The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WWII Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart. —srijanarora-152-448595"
1,[4],1489,Chasers (1994),"https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0109403/?ref_=fn_al_tt_1,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,5.1,6.5K,['Dennis Hopper'],"['Joe Batteer', 'John Rice', 'Dan Gilroy']","['Tom Berenger', 'Erika Eleniak', 'William McNamara', 'Crispin Glover', 'Matthew Glave', 'Grand L. Bush', 'Dean Stockwell', 'Bitty Schram', 'Gary Busey', 'Seymour Cassel', 'Frederic Forrest', 'Marilu Henner', 'Dennis Hopper', 'Scott Marlowe', 'Jim Grimshaw', 'Mick McGovern', 'Charles Page', 'Richard Pelzman']",R,1994,1h 42min,16-12-1994,United Kingdom,16-12-1994,United Kingdom,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape. —Tony Bridges 
2,[ 5 16],12,"Usual Suspects, The (1995)","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0114814/?ref_=fn_al_tt_1,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",8.5,1M,['Bryan Singer'],['Christopher McQuarrie'],"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Stephen Baldwin', 'Benicio Del Toro', 'Kevin Pollak', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Phillipe Simon', 'Jack Shearer', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Ken Daly']",R,1995,1h 46min,25-08-1995,United Kingdom,25-08-1995,United Kingdom,"Following a truck hijack in New York, five criminals are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze? —Soumitra"
3,[ 4 18],502,Bananas (1971),"https://m.media-amazon.com/images/M/MV5BMTc2MTE3MzI3MF5BMl5BanBnXkFtZTcwODg3OTYwNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTc2MTE3MzI3MF5BMl5BanBnXkFtZTcwODg3OTYwNA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTc2MTE3MzI3MF5BMl5BanBnXkFtZTcwODg3OTYwNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0066808/?ref_=fn_al_tt_1,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",7.0,35K,['Woody Allen'],"['Woody Allen', 'Mickey Rose']","['Woody Allen', 'Louise Lasser', 'Carlos Montalbán', 'Nati Abascal', 'Jacobo Morales', 'Miguel Ángel Suárez', 'David Ortiz Angleró', 'René Enríquez', 'Jack Axelrod', 'Howard Cosell', 'Roger Grimsby', 'Don Dunphy', 'Charlotte Rae', 'Stanley Ackerman', 'Dan Frazer', 'Martha Greenhouse', 'Axel Anderson', 'Tigre Pérez']",PG-13,1971,1h 22min,19-07-1971,Sweden,19-07-1971,Sweden,"Fielding Mellish (a consumer products tester) becomes infatuated with Nancy (a political activist). He attends demonstrations and tries in other ways to convince her that he is worthy of her love, but Nancy wants someone with greater leadership potential. Fielding runs off to San Marcos where he joins the rebels and eventually becomes President of the country. While on a trip to the states, he meets Nancy again and she falls for him now that he is a political leader. —Scott R. Vaughn "
4,[14],1353,1-900 (1994),"https://m.media-amazon.com/images/M/MV5BMTk0Mzk2OTM1MV5BMl5BanBnXkFtZTcwOTU4MDEzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTk0Mzk2OTM1MV5BMl5BanBnXkFtZTcwOTU4MDEzMQ@@._V1_QL75_UY422_CR7,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTk0Mzk2OTM1MV5BMl5BanBnXkFtZTcwOTU4MDEzMQ@@._V1_QL75_UY562_CR10,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0109001/?ref_=fn_al_tt_1,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance.",6.3,616,['Theo van Gogh'],"['Johan Doesburg', 'Marcel Otten', 'Ariane Schluter']","['Ariane Schluter', 'Ad van Kempen']",Not Rated,1994,1h 27min,01-09-1994,Netherlands,01-09-1994,Netherlands,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. —"
5,[7],1276,Sunset Park (1996),"https://m.media-amazon.com/images/M/MV5BOTQyOThjYTUtNzdjOS00ZWFkLTk4YTgtOTFlNDgyZTVhY2Y0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTQyOThjYTUtNzdjOS00ZWFkLTk4YTgtOTFlNDgyZTVhY2Y0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTQyOThjYTUtNzdjOS00ZWFkLTk4YTgtOTFlNDgyZTVhY2Y0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0117784/?ref_=fn_al_tt_1,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",6.0,1.6K,['Steve Gomer'],"['Seth Zvi Rosenfeld', 'Kathleen McGhee-Anderson']","['Rhea Perlman', 'Fredro Starr', 'Carol Kane', 'Terrence Howard', 'Camille Saviola', ""De'aundre Bonds"", 'Talent Harris', 'Anthony C. Hall', 'Antwon Tanner', 'Shawn Michael Howard', 'Guy Torry', 'Scott Burkholder', 'John Aprea', 'John Vargas', 'Rhonda Stubbins White', 'Steffen Foster', 'Hattie Winston', 'Tim Hutchinson']",R,1996,1h 39min,26-04-1996,United States,26-04-1996,United States,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team."
6,[6],1128,Heidi Fleiss: Hollywood Madam (1995) ,"https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_QL75_UY422_CR8,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_QL75_UY562_CR11,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113283/?ref_=fn_al_tt_1,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",6.5,807,['Nick Broomfield'],"['Nick Broomfield', 'Nina Xining Zuo', 'Madam Alex']","['Nick Broomfield', 'Nina Xining Zuo', 'Madam Alex', 'Corinne Bohrer', 'Mike Brambles', 'Cookie', 'Elisa Fleiss', 'Heidi Fleiss', 'Jason Fleiss', 'Jesse Fleiss', 'Kim Fleiss', 'Paul Fleiss', 'Shannon Fleiss', 'Gabby', 'Daryl Gates', 'Ron Jeremy', 'Ivan Nagy', 'Victoria Sellers']",,,,27-12-1995,United Kingdom,27-12-1995,United Kingdom,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction. —"
7,[3 4],225,101 Dalmatians (1996),"https://m.media-amazon.com/images/M/MV5BMGI2NTQ2N2EtNDExMS00OWM2LTkzZWItZGUzY2M2MDFjODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMGI2NTQ2N2EtNDExMS00OWM2LTkzZWItZGUzY2M2MDFjODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMGI2NTQ2N2EtNDExMS00OWM2LTkzZWItZGUzY2M2MDFjODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115433/?ref_=fn_al_tt_1,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",5.7,108K,['Stephen Herek'],"['Dodie Smith', 'John Hughes']","['Glenn Close', 'Jeff Daniels', 'Joely Richardson', 'Joan Plowright', 'Hugh Laurie', 'Mark Williams', 'John Shrapnel', 'Tim McInnerny', 'Hugh Fraser', 'Zohren Weiss', 'Mark Haddigan', 'Michael Percival', 'Neville Phillips', 'John Evans', 'Hilda Braid', 'Margery Mason', 'John Benfield', 'Andrew Readman']",G,1996,1h 43min,13-12-1996,United Kingdom,13-12-1996,United Kingdom,"After a wild chase in the bustling streets of London, struggling computer game author Roger and his pet dalmatian, Pongo, by a welcome twist of fate, are dragged into St. James Park and meet with charming fashion designer Anita and her pet dalmatian, Perdita. Soon, one thing will lead to another, and before they know it, Roger and Anita get married, and Perdita gets pregnant. However, their short-lived joy is disrupted when Anita's glamorous but horrible boss, Cruella DeVil, dognaps the innocent fifteen puppies with the intention of making a luxurious coat with their fabulously spotted fur. Eventually, along with Perdita's, Cruella manages to bring the total to the staggering number of ninety-nine dalmatians puppies. —Nick Riganas"
8,[4],372,Jeffrey (1995),"https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0113464/?ref_=fn_al_tt_1,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,6.8,6.1K,['Christopher Ashley'],['Paul Rudnick'],"['Steven Weber', 'Michael T. Weiss', 'Peter Jacobson', 'Tom Cayler', 'David Thornton', 'Lee Mark Nelson', 'John Ganun', 'Joe Dain', 'Jeffrey Ross', 'Irma St. Paule', 'Patrick Stewart', 'Nicky Paraiso', 'K. Todd Freeman', 'Robert Klein', ""Patti Ann O'Connell"", 'Patrick Kerr', 'Peter Bartlett', 'Christine Baranski']",R,1995,1h 32min,12-04-1996,United Kingdom,12-04-1996,United Kingdom,"Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying. —Trena Cormier "
9,[7],534,Traveller (1997),"https://m.media-amazon.com/images/M/MV5BMTg2NTk5ODA3Ml5BMl5BanBnXkFtZTcwMjE3MjAzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTg2NTk5ODA3Ml5BMl5BanBnXkFtZTcwMjE3MjAzMQ@@._V1_QL75_UY422_CR7,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTg2NTk5ODA3Ml5BMl5BanBnXkFtZTcwMjE3MjAzMQ@@._V1_QL75_UY562_CR10,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0120366/?ref_=fn_al_tt_1,A man joins a group of nomadic con artists in rural North Carolina.,6.1,2K,['Jack N. Green'],['Jim McGlynn'],"['Bill Paxton', 'Mark Wahlberg', 'Julianna Margulies', 'James Gammon', 'Luke Askew', 'Nikki Deloach', 'Danielle Keaton', 'Michael Shaner', 'Vincent Chase', 'Andrew Porter', 'Jean Speegle Howard', 'Rance Howard', 'Robert Peters', 'Jo Ann Pflug', 'Scott Schultz', 'John Bennes', 'Barbara Rowan', 'Trenton McDevitt']",R,1997,1h 41min,06-02-1998,United Kingdom,06-02-1998,United Kingdom,"A young man, Pat, visits the clan of gypsy-like grifters in rural North Carolina who belong to the nomadic ethnic group known as Irish Travellers and from whom he is descended. Pat is at first rejected but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life. —Jeff Hole "
