,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date_x,country_x,release_date_y,country_y,storyline
0,[4],1446,"Bye Bye, Love (1995)","https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0112606/?ref_=fn_al_tt_1,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",6.2,6.2K,['Sam Weisman'],"['Gary David Goldberg', 'Brad Hall']","['Matthew Modine', 'Randy Quaid', 'Paul Reiser', 'Janeane Garofalo', 'Amy Brenneman', 'Eliza Dushku', 'Ed Flanders', 'Maria Pitillo', 'Lindsay Crouse', 'Ross Malinger', 'Johnny Whitworth', 'Wendell Pierce', 'Cameron Boyd', 'Mae Whitman', 'Jayne Brook', 'Dana Wheeler-Nicholson', 'Amber Benson', 'Rob Reiner']",PG-13,1995.0,1h 46min,26-05-1995,United Kingdom,26-05-1995,United Kingdom,"This is a story about the breakup of the family. In particular, it focuses on the lifestyle of three divorced men. The film is presented from their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men. In addition to dealing with divorce, the film touches on spousal loss and young adult homelessness. The film can be considered a social commentary that is both comical and emotional. —Joel Schesser "
1,[7],1261,"Run of the Country, The (1995)","https://m.media-amazon.com/images/M/MV5BNzJlYjYwMjYtYzRhMy00YWVjLTljODctOTFiYjEwMWY3OGNjXkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY281_CR111,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNzJlYjYwMjYtYzRhMy00YWVjLTljODctOTFiYjEwMWY3OGNjXkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY422_CR167,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNzJlYjYwMjYtYzRhMy00YWVjLTljODctOTFiYjEwMWY3OGNjXkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_QL75_UY562_CR222,0,380,562_.jpg 380w",http://www.imdb.com/title/tt6148958/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,"['Roger Ebert', 'Gene Siskel']","['', '']","['Roger Ebert', 'Gene Siskel']",,,,23-09-1995,United States,23-09-1995,United States,
2,[ 1 15],1411,Barbarella (1968),"https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_QL75_UY562_CR2,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0062711/?ref_=fn_al_tt_1,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.",5.9,34K,['Roger Vadim'],"['Jean-Claude Forest', 'Terry Southern', 'Roger Vadim']","['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg', ""Milo O'Shea"", 'Marcel Marceau', 'Claude Dauphin', 'Véronique Vendell', 'Giancarlo Cobelli', 'Serge Marquand', 'Nino Musco', 'Franco Gulà', 'Catherine Chevallier', 'Marie Therese Chevallier', 'Umberto Di Grazia', 'David Hemmings', 'Ugo Tognazzi', 'Honey Autumn', 'Silvana Bacci']",Approved,1968.0,1h 38min,17-10-1968,United Kingdom,17-10-1968,United Kingdom,"The year is 4,000. After peaceful floating in zero-gravity, astronaut Barbarella lands on the frozen planet Lythion and sets out to find renowned scientist Durand Durand in the City of Night, Sogo, where a new sin is invented every hour. She encounters such objects as the Excessive Machine, a genuine sex organ on which an expert artist of the keyboard--in this case, Durand Durand himself--can drive a victim to death by pleasure, a lesbian queen who can make her fantasies take form in her Chamber of Dreams, and a group of ladies smoking a giant hookah which dispenses Essence of Man through a poor victim struggling in its glass globe. The special-effects crew constantly impresses. —alfiehitchie"
3,[16],1451,Foreign Correspondent (1940),"https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX285_CR0,4,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0032484/?ref_=fn_al_tt_1,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.",7.5,20K,['Alfred Hitchcock'],"['Charles Bennett', 'Joan Harrison', 'James Hilton']","['Joel McCrea', 'Laraine Day', 'Herbert Marshall', 'George Sanders', 'Albert Bassermann', 'Robert Benchley', 'Edmund Gwenn', 'Eduardo Ciannelli', 'Harry Davenport', 'Martin Kosleck', 'Frances Carson', 'Ian Wolfe', 'Charles Wagenheim', 'Eddie Conrad', 'Charles Halton', 'Barbara Pepper', 'Emory Parnell', 'Roy Gordon']",Passed,1940.0,2h,11-10-1940,United Kingdom,11-10-1940,United Kingdom,Johnny Jones is an action reporter on a New York newspaper. The editor appoints him European correspondent because he is fed up with the dry reports he currently gets. Jones' first assignment is to get the inside story on a secret treaty agreed between two European countries by famous diplomat Mr. Van Meer. However things don't go to plan and Jones enlists a young woman's help to track down a group of spies. —Col Needham 
4,[4],85,"Ref, The (1994)","https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0110955/?ref_=fn_al_tt_1,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",6.9,24K,['Ted Demme'],"['Marie Weiss', 'Richard LaGravenese']","['Denis Leary', 'Judy Davis', 'Kevin Spacey', 'Robert J. Steinmiller Jr.', 'Glynis Johns', 'Raymond J. Barry', 'Richard Bright', 'Christine Baranski', 'Adam LeFevre', 'Phillip Nicoll', 'Ellie Raab', 'Bill Raymond', 'John Scurti', 'Jim Turner', 'Herbie Ade', 'Ron Gabriel', 'Scott Walker', 'Edward Saxon']",R,1994.0,1h 36min,12-08-1994,United Kingdom,12-08-1994,United Kingdom,"Denis Leary plays an unfortunate cat burglar, who is abandoned by his partner in the middle of a heist, and is forced to take an irritating Connecticut couple (Kevin Spacey, Judy Davis) hostage. He soon finds that he took on more than he bargained for when the couple's blackmailing son and despicable in-laws step into the picture. Before long they're driving him nuts with their petty bickering and family problems. The only way for him to survive is to be their referee and resolve their differences, before he can be nabbed by the police. —Nick D. "
5,[ 7 15],1006,Until the End of the World (Bis ans Ende der Welt) (1991),"https://m.media-amazon.com/images/M/MV5BODlmZTFlNDgtMmQxYy00N2M2LTg3Y2YtNDllMmQzMTg4YjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BODlmZTFlNDgtMmQxYy00N2M2LTg3Y2YtNDllMmQzMTg4YjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BODlmZTFlNDgtMmQxYy00N2M2LTg3Y2YtNDllMmQzMTg4YjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0101458/?ref_=fn_al_tt_1,"In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented.",6.8,9.8K,['Wim Wenders'],"['Peter Carey', 'Wim Wenders', 'Solveig Dommartin']","['William Hurt', 'Solveig Dommartin', 'Pietro Falcone', 'Enzo Turrin', 'Chick Ortega', 'Eddy Mitchell', 'Adelle Lutz', 'Ernie Dingo', 'Jean-Charles Dumay', 'Sam Neill', 'Ernest Berk', 'Christine Oesterlein', 'Rüdiger Vogler', 'Diogo Dória', 'Amália Rodrigues', 'Elena Prudnikova', 'Jinzhan Zhang', 'Naoto Takenaka']",R,1991.0,2h 38min,24-04-1992,United Kingdom,24-04-1992,United Kingdom,"Set in a futuristic 1999, a woman (Dommartin) has a car accident with a pair of bank robbers, who enlist her help to take the stolen money to a drop in Paris. On the way, she runs into another fugitive from the law (Hurt), an American who's being chased by the CIA. He claims the charges are false. The authorities want to confiscate a device his father invented which allows anyone to record their dreams and vision. On the run from both the bank robbers and the CIA, the couple span the globe, ending up in Australia at his father's (von Sydow) research facility, where they hope to play back the recordings Hurt captured for his blind mother. A subplot about a damaged Indian nuclear satellite crashing to Earth and causing the end of civilization is a puzzling, though significant, addition to the film. —Ed Sutton  / edited by Hans Delbruck"
6,[ 0 15 18],121,Independence Day (ID4) (1996),"https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0116629/?ref_=fn_al_tt_1,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",7.0,550K,['Roland Emmerich'],"['Dean Devlin', 'Roland Emmerich']","['Will Smith', 'Bill Pullman', 'Jeff Goldblum', 'Mary McDonnell', 'Judd Hirsch', 'Robert Loggia', 'Randy Quaid', 'Margaret Colin', 'James Rebhorn', 'Harvey Fierstein', 'Adam Baldwin', 'Brent Spiner', 'James Duval', 'Vivica A. Fox', 'Lisa Jakub', 'Ross Bagley', 'Mae Whitman', 'Bill Smitrovich']",PG-13,1996.0,2h 25min,09-08-1996,United Kingdom,09-08-1996,United Kingdom,"On July 2nd, communications systems worldwide are sent into chaos by a strange atmospheric interference. It is soon learned by the military that a number of enormous objects are on a collision course with Earth. At first thought to be meteors, they are later revealed to be gigantic spacecraft, piloted by a mysterious alien species. After attempts to communicate with the aliens go nowhere, David Levinson, an ex-scientist turned cable technician, discovers that the aliens are going to attack major points around the globe in less than a day. On July 3rd, the aliens all but obliterate New York, Los Angeles and Washington, as well as Paris, London, Houston and Moscow. The survivors set out in convoys towards Area 51, a strange government testing ground where it is rumored the military has a captured alien spacecraft of their own. The survivors devise a plan to fight back against the enslaving aliens, and July 4th becomes the day humanity will fight for its freedom. July 4th is their Independence Day..."
7,[4],871,Vegas Vacation (1997),"https://m.media-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,4,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,5,380,562_.jpg 380w",http://www.imdb.com/title/tt0120434/?ref_=fn_al_tt_1,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",6.0,47K,['Stephen Kessler'],"['Elisa Bell', 'Bob Ducsay']","['Chevy Chase', ""Beverly D'Angelo"", 'Randy Quaid', 'Ethan Embry', 'Marisol Nichols', 'Miriam Flynn', ""Shae D'lyn"", 'Wayne Newton', 'Siegfried Fischbacher', 'Roy Horn', 'Wallace Shawn', 'Sid Caesar', 'Julio Oscar Mechoso', 'Sly Smith', 'Julia Sweeney', 'Corinna Jones', 'Joe Armeno', 'Christie Brinkley']",PG,1997.0,1h 33min,14-02-1997,United States,14-02-1997,United States,"When Clark Griswold puts his mind to something, we soon realize he hasn't got one. Still, nothing stops him when the vacation bug hits. This time, he's chosen Las Vegas, the new family entertainment capital of America! Chevy Chase returns as bubbly, bumbling Clark in Vegas Vacation, a jokers-are-wild laugh fest including two other stars from past Vacations. Beverly D'Angelo is back as wife Ellen, doting on the guy she calls ""Sparky,"" and Randy Quaid again delights as grubby goof ball Cousin Eddie. Ethan Embry (That Thing You Do!) and screen-debuting Marisol Nichols are Griswold teens who love the round-the-clock nightlife - as long as they don't share it with Mom and Dad! From Seigfried and Roy's extravaganza to a Hoover Dam tour, from cruising to losing (Wallace Shawn as a shifty blackjack dealer) to amorous crooning (Wayne Newton falls for Ellen): watch Clark try to keep family and wallet together! —Anonymous"
8,[7],639,"Tin Drum, The (Blechtrommel, Die) (1979)","https://m.media-amazon.com/images/M/MV5BYmM0ODBiMTQtNDFkZS00Zjg1LWFkNGMtZTg2NzBlMmZjNjlhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmM0ODBiMTQtNDFkZS00Zjg1LWFkNGMtZTg2NzBlMmZjNjlhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY422_CR8,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmM0ODBiMTQtNDFkZS00Zjg1LWFkNGMtZTg2NzBlMmZjNjlhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY562_CR12,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0078875/?ref_=fn_al_tt_1,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",7.5,23K,['Volker Schlöndorff'],"['Günter Grass', 'Jean-Claude Carrière', 'Volker Schlöndorff']","['David Bennent', 'Mario Adorf', 'Angela Winkler', 'Katharina Thalbach', 'Daniel Olbrychski', 'Tina Engel', 'Berta Drews', 'Roland Teubner', 'Tadeusz Kunikowski', 'Andréa Ferréol', 'Heinz Bennent', 'Ilse Pagé', 'Werner Rehm', 'Käte Jaenicke', 'Helmut Brasch', 'Otto Sander', 'Wigand Witting', 'Mariella Oliveri']",R,1979.0,2h 22min,19-09-1979,France,19-09-1979,France,"Danzig in the 1920s-1930s. Oskar Matzerath, son of a local dealer, is a most unusual boy. Equipped with full intellect right from birth, he decides on his third birthday not to grow up as he sees the crazy world around him on the eve of World War II. He refuses to join society and his tin drum symbolizes his protest against the middle-class mentality of his family and neighbourhood, which stand for all passive people in Nazi Germany at the time. But (almost) nobody listens to him, so the catastrophe continues. —Anonymous"
9,[ 4 12 14],1286,Shall We Dance? (1937),"https://m.media-amazon.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0358135/?ref_=fn_al_tt_1,"A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",6.1,46K,['Peter Chelsom'],"['Masayuki Suô', 'Audrey Wells']","['Richard Gere', 'Jennifer Lopez', 'Susan Sarandon', 'Stanley Tucci', 'Lisa Ann Walter', 'Anita Gillette', 'Bobby Cannavale', 'Omar Benson Miller', 'Tamara Hope', 'Stark Sands', 'Richard Jenkins', 'Nick Cannon', 'Sarah Lafleur', 'Onalee Ames', 'Diana Salvatore', 'Daphne Korol', ""Driton 'Tony' Dovolani"", 'Katya Virshilas']",PG-13,2004.0,1h 46min,18-02-2005,United Kingdom,18-02-2005,United Kingdom,"John Clark is a middle aged Chicago estate lawyer. He loves his family, which includes his wife Beverly, but their combined busy schedules and getting caught in a rut after two decades of marriage has left him feeling unfulfilled. While taking the el train home every night, he notices the same young, beautiful contemplative woman staring out of one of the windows of Miss Mitzi's Dance Studio, which specializes in ballroom. He is intrigued enough with her beauty and sadness to go in one evening on his way home. He learns that she is Paulina, one of the instructors and a former world class ballroom dancer. Because of her, he signs up for beginner group dance lessons, regardless of them being taught by Miss Mitzi herself, and not Paulina. As time progresses, John gets caught up in the lives of those at Miss Mitzi's: his two fellow classmates - overweight Vern who wants to learn to dance for his upcoming wedding, and Chic, who wants to impress the ladies - and two of the studio's competitive amateurs, opinionated and brash Bobbie, who is looking for a dance partner, and one person who surprises John and who just wants to be able to show his true colors to the world while hiding under a mask. But as Paulina slowly allows herself to be involved in their lives as well, despite she vowing not to fraternize with the students, John comes to the spoken realization of what he was looking for when he first spotted Paulina in the window. Similarly, each of those at the dance studio are looking for their small place in life with the right person, Paulina included. John may not get the happy ending that he wants as Beverly, based on circumstances, believes he is having an affair."
