,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[4 5],482,Some Like It Hot (1959),"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,13,380,562_.jpg 380w",http://www.imdb.com/title/tt0053291/?ref_=fn_al_tt_1,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,255K,['Billy Wilder'],"['Billy Wilder', 'I.A.L. Diamond', 'Robert Thoeren']","['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', ""Pat O'Brien"", 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Brandon Beach']",Passed,1959,2h 1min,19-03-1959,United States,"After two Chicago musicians, Joe and Jerry, witness the the St. Valentine's Day massacre, they want to get out of town and get away from the gangster responsible, Spats Colombo. They're desperate to get a gig out of town but the only job they know of is in an all-girl band heading to Florida. They show up at the train station as Josephine and Daphne, the replacement saxophone and bass players. They certainly enjoy being around the girls, especially Sugar Kane Kowalczyk who sings and plays the ukulele. Joe in particular sets out to woo her while Jerry/Daphne is wooed by a millionaire, Osgood Fielding III. Mayhem ensues as the two men try to keep their true identities hidden and Spats Colombo and his crew show up for a meeting with several other crime lords. —garykmcd"
1,[5],1151,Original Gangstas (1996),"https://m.media-amazon.com/images/M/MV5BZTY3MGVmYjgtYmNkZi00YTc1LTk2NGUtNjI2ODZhMmU1ZmUzXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTY3MGVmYjgtYmNkZi00YTc1LTk2NGUtNjI2ODZhMmU1ZmUzXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTY3MGVmYjgtYmNkZi00YTc1LTk2NGUtNjI2ODZhMmU1ZmUzXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0117260/?ref_=fn_al_tt_1,"When a gang shoots his father, Bookman (Fred Williamson) returns to his hometown, rounds up some of his own people and begins an all-out war to restore the neighborhood to its rightful sense of justice.",5.7,1.7K,"['Larry Cohen', 'Fred Williamson']",['Aubrey K. Rattan'],"['Fred Williamson', 'Jim Brown', 'Pam Grier', 'Paul Winfield', 'Isabel Sanford', 'Oscar Brown Jr.', 'Richard Roundtree', ""Ron O'Neal"", 'Christopher B. Duncan', 'Eddie Bo Smith Jr.', 'Dru Down', 'Shyheim Franklin', 'Robert Forster', 'Charles Napier', 'Wings Hauser', 'Frank Pesce', 'Godfrey', 'Tim Rhoze']",R,1996,1h 39min,23-08-1996,United Kingdom,"Marvin Bookman is a small shop owner in Gary, Indiana, USA. After he sees a drive-by shooting of Laurie Thompson's son by a local gang, he gives up the license number of the car to the police. The gang doesn't like this so they go to the store and rough him up. Soon, John Bookman comes to town to set the wrong things right. With the help of Laurie and his old friend Jake, they attempt to take back the streets and show the new breed of gang members what the true originals can do. —Josh Pasnak "
2,[7],392,"Man Without a Face, The (1993)","https://m.media-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0107501/?ref_=fn_al_tt_1,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,6.7,29K,['Mel Gibson'],"['Isabelle Holland', 'Malcolm MacRury']","['Mel Gibson', 'Nick Stahl', 'Margaret Whitton', 'Fay Masterson', 'Gaby Hoffmann', 'Geoffrey Lewis', 'Richard Masur', 'Michael DeLuise', 'Ethan Phillips', 'Jean De Baer', 'Jack De Mave', 'Viva', 'Justin Kanew', 'Sean Kellman', 'Chris Lineburg', 'Kelly Wood', 'Jessica Taisey', 'David A. McLaughlin']",PG-13,1993,1h 55min,19-11-1993,United Kingdom,"The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, igniting the town's suspicion and hostility. McLeod instills in his protégé a love of justice and freedom from prejudice which sustains Chuck beyond the end of the film. —Mike McBain "
3,[4],756,Father of the Bride Part II (1995),"https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113041/?ref_=fn_al_tt_1,"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",6.1,37K,['Charles Shyer'],"['Albert Hackett', 'Frances Goodrich', 'Nancy Meyers']","['Steve Martin', 'Diane Keaton', 'Martin Short', 'Kimberly Williams-Paisley', 'George Newbern', 'Kieran Culkin', 'BD Wong', 'Peter Michael Goetz', 'Kate McGregor-Stewart', 'Jane Adams', 'Eugene Levy', 'Rebecca Chambers', 'April Ortiz', 'Dulcy Rogers', 'Kathy Anthony', 'Adrian Canzoneri', 'Lori Alan', 'Stephanie Miller']",PG,1995,1h 46min,02-02-1996,United Kingdom,"In this sequel to ""Father of the Bride"", George Banks must accept the reality of what his daughter's ascension from daughter to wife, and now to mother means when placed into perspective against his own stage of life. As the comfortable family unit starts to unravel in his mind, a rapid progression into mid-life crisis is in his future. His journey to regain his youth acts as a catalyst for a kind of ""rebirth"" of his attitude on life when he and his wife, Nina, find how their lives are about to change as well. —Scott Jentsch"
4,[ 4 14],478,"Philadelphia Story, The (1940)","https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UY562_CR2,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0032904/?ref_=fn_al_tt_1,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",7.9,66K,['George Cukor'],"['Donald Ogden Stewart', 'Philip Barry', 'Waldo Salt']","['Cary Grant', 'Katharine Hepburn', 'James Stewart', 'Ruth Hussey', 'John Howard', 'Roland Young', 'John Halliday', 'Mary Nash', 'Virginia Weidler', 'Henry Daniell', 'Lionel Pape', 'Rex Evans', 'King Baggot', 'Hillary Brooke', 'Veda Buckland', 'Lita Chevret', 'Russ Clark', 'Sally Cleaves']",Not Rated,1940,1h 52min,28-02-1941,United Kingdom,"Philadelphia socialites Tracy Lord and C.K. Dexter Haven married impulsively. Their marriage and subsequent divorce are equally passionate. They broke up when Dexter's drinking, a mechanism to cope with Tracy's unforgiving manner toward Dexter's imperfections, became excessive. Two years after their break-up, Tracy is about to remarry in a ceremony at her family's mansion. Her new bridegroom is nouveau-riche businessman and aspiring politician George Kittredge, who is otherwise an ordinary man who idolizes Tracy. The day before the wedding, three unexpected guests show up at the Lord mansion: Macaulay Connor (Mike to his friends) and Elizabeth Imbrie, both friends of Tracy's absent brother Junior, and Dexter. Dexter now works for the tabloid Spy magazine and made a deal with its publisher and editor Sidney Kidd to get a story on Tracy's wedding - the wedding of the year - in return for Kidd not publishing a salacious story with accompanying photographs of Tracy's father, Seth Lord, with New York showgirl Tina Marra. In reality, Mike and Liz are the reporter and photographer for Spy. Mike and Liz don't particularly like this assignment or working for Kidd, but their chosen other fields as serious writer and painter don't pay the bills. A suspicious Tracy is onto them, and when Dexter admits the truth, she decides to turn the tables on Mike and Liz. But hours before the wedding, as the more self-assured Dexter and Liz get to work on how to get the Lords out from under Spy's threats, Tracy and Mike, both inebriated, go on a journey of self-discovery with Tracy ultimately coming to her realizations a little faster than Mike."
5,[ 0  7 18],803,Heaven & Earth (1993),"https://m.media-amazon.com/images/M/MV5BYTkyMmNiMjItYzJlZi00NzI5LTg4NmEtMzFjODgxMjMxNzk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTkyMmNiMjItYzJlZi00NzI5LTg4NmEtMzFjODgxMjMxNzk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTkyMmNiMjItYzJlZi00NzI5LTg4NmEtMzFjODgxMjMxNzk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0107096/?ref_=fn_al_tt_1,"During the Viet Nam War, a Viet Namese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her.",6.8,14K,['Oliver Stone'],"['Le Ly Hayslip', 'Jay Wurts', 'James Hayslip']","['Hiep Thi Le', 'Tommy Lee Jones', 'Haing S. Ngor', 'Bussaro Sanruck', 'Supak Pititam', 'Joan Chen', 'Thuan K. Nguyen', 'Lan Nguyen Calderon', 'Thuan Le', 'Dustin Nguyen', 'Mai Le Ho', 'Vinh Dang', 'Khiem Thai', 'Liem Whatley', 'Michelle Vynh Le', 'Tuan Tran', 'Aron Starrat', 'Peter Duong']",R,1993,2h 20min,21-01-1994,United Kingdom,"The final movie in Oliver Stone's Vietnam trilogy follows the true story of a Vietnamese village girl who survives a life of suffering and hardship during and after the Vietnam war. As a freedom fighter, a hustler, young mother, a sometime prostitute, and the wife of a US. marine, the girl's relationships with men suggests an analogy of Vietnam as Woman and the U.S. as Man. —Keith Loh "
6,[3],791,"Baby-Sitters Club, The (1995)","https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0112435/?ref_=fn_al_tt_1,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,5.8,5.7K,['Melanie Mayron'],"['Ann M. Martin', 'Dalene Young']","['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook', 'Larisa Oleynik', 'Tricia Joe', 'Stacy Linn Ramsower', 'Zelda Harris', 'Vanessa Zima', 'Christian Oliver', 'Brooke Adams', 'Bruce Davison', 'Jessica Needham', 'Ellen Burstyn', 'Asher Metchik', ""Austin O'Brien"", 'Marla Sokoloff', 'Ashlee Turner', 'Natanya Ross']",PG,1995,1h 34min,18-08-1995,United States,"When Kristy Thomas, president of The Baby-Sitters Club, has a brilliant idea to run a summer day camp, the girls all agree it's the perfect way to spend their summer together. But life gets complicated as budding romance, family problems, and three rival teen girls conspire to ruin the club, all putting the friendships between the members to the test. —Rebekah Swain"
7,[13 16],592,True Crime (1995),"https://m.media-amazon.com/images/M/MV5BODk4YWVkZmUtMzExMS00ZDUxLTg5OGEtNGUyNDdiYWVjODRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BODk4YWVkZmUtMzExMS00ZDUxLTg5OGEtNGUyNDdiYWVjODRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BODk4YWVkZmUtMzExMS00ZDUxLTg5OGEtNGUyNDdiYWVjODRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0114736/?ref_=fn_al_tt_1,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation.",5.3,2.7K,['Pat Verducci'],['Pat Verducci'],"['Alicia Silverstone', 'Kevin Dillon', 'Bill Nunn', 'Michael Bowen', 'Ann Devaney', 'Joshua Schaefer', 'Marla Sokoloff', 'Jennifer Savidge', 'Tara Subkoff', 'David Packer', 'Alissa Dowdy', 'Aimee Brooks', 'Brian Wankum', 'Melissa DeLizia', 'Tiombe Lockhart', 'Jack Rader', 'Sean Moran', 'Ashley Crow']",,,,25-07-1996,Spain,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has an addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim. —Pat McCurry "
8,[ 0  1 16],827,Daylight (1996),"https://m.media-amazon.com/images/M/MV5BOGE5MDkxYzktODU4OS00Yjc4LTk5MjktYzlkY2RjMGVlNjU0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGE5MDkxYzktODU4OS00Yjc4LTk5MjktYzlkY2RjMGVlNjU0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGE5MDkxYzktODU4OS00Yjc4LTk5MjktYzlkY2RjMGVlNjU0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0116040/?ref_=fn_al_tt_1,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,5.9,71K,['Rob Cohen'],['Leslie Bohem'],"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen', 'Dan Hedaya', 'Jay O. Sanders', 'Karen Young', 'Claire Bloom', 'Vanessa Bell Calloway', 'Renoly Santiago', 'Colin Fox', 'Danielle Harris', 'Trina McGee', 'Marcello Thedford', 'Sage Stallone', 'Jo Anderson', 'Mark Rolston', 'Rosemary Forsyth', 'Luoyong Wang']",PG-13,1996,1h 54min,26-12-1996,United Kingdom,"Trouble strikes when runaway robbers in a getaway car hit truck full of explosives in the tunnel connecting Manhattan and New Jersey. Survivors are left in a weakened tunnel blocked at both exits. As Kit Latura approaches the tunnel, he sees the impact and knows he gotta take action. With time running out, he enters the tunnel through a system of maintenance walkways. Can he get the survivors out before the tunnel fills up? —Bryanne Marks"
9,[ 2  3 12],99,Snow White and the Seven Dwarfs (1937),"https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0029583/?ref_=fn_al_tt_1,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,190K,"['William Cottrell', 'David Hand', 'Wilfred Jackson']","['Jacob Grimm', 'Wilhelm Grimm', 'Ted Sears']","['Adriana Caselotti', 'Harry Stockwell', 'Lucille La Verne', 'Roy Atwell', 'Stuart Buchanan', 'Eddie Collins', 'Pinto Colvig', 'Marion Darlington', 'Billy Gilbert', 'Otis Harlan', 'James MacDonald', 'Scotty Mattraw', 'Clarence Nash', 'Moroni Olsen', 'Purv Pullen']",Approved,1937,1h 23min,12-03-1938,United Kingdom,"The beautiful and kindhearted princess Snow White charms every creature in the kingdom except one - her jealous stepmother, the Queen. When the Magic Mirror proclaims Snow White as the fairest one of all, she must flee into the forest, where she befriends the lovable seven dwarfs - Doc, Sneezy, Grumpy, Happy, Bashful, Sleepy, and Dopey. But when the Queen tricks Snow White with a poisoned apple and she falls into a deep sleep, only the magic of true love's kiss can awaken her. —Lesley (from the back of the Snow White DVD)"
