,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[4],1681,You So Crazy (1994),"https://m.media-amazon.com/images/M/MV5BOTg5ODM5ODY0OF5BMl5BanBnXkFtZTcwNjA2NDAyMQ@@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOTg5ODM5ODY0OF5BMl5BanBnXkFtZTcwNjA2NDAyMQ@@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOTg5ODM5ODY0OF5BMl5BanBnXkFtZTcwNjA2NDAyMQ@@._V1_QL75_UX380_CR0,13,380,562_.jpg 380w",http://www.imdb.com/title/tt0111804/?ref_=fn_al_tt_1,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",6.6,951,['Thomas Schlamme'],['Martin Lawrence'],['Martin Lawrence'],Unrated,1994,1h 24min,27-04-1994,United States,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood."
1,[4 7],1457,Love Is All There Is (1996),"https://m.media-amazon.com/images/M/MV5BMjA1ODEyMTg3M15BMl5BanBnXkFtZTcwNzgzNzA2NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjA1ODEyMTg3M15BMl5BanBnXkFtZTcwNzgzNzA2NA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjA1ODEyMTg3M15BMl5BanBnXkFtZTcwNzgzNzA2NA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0116928/?ref_=fn_al_tt_1,Romeo & Juliet gets transplanted to the Bronx.,5.1,1.4K,"['Joseph Bologna', 'Renée Taylor']","['Gabriel Bologna', 'Joseph Bologna', 'William Shakespeare']","['Lainie Kazan', 'Paul Sorvino', 'Barbara Carrera', 'Joseph Bologna', 'Angelina Jolie', 'Nathaniel Marston', 'Renée Taylor', 'William Hickey', 'Dick Van Patten', 'Abe Vigoda', 'Connie Stevens', 'Blessed Roscoe', 'Vera Lockwood', 'Joy Behar', 'Irma St. Paule', 'Andrea Shreeman', 'Annie Meisels', 'Windlind Smith']",R,1996,1h 45min,10-05-1996,United States,"The Capomezzo's and the Malacici's are Italian-American families who are also rivals in the catering and restaurant business. Things come to a head when the Capomezzo's son and the Malacici's daughter get thrown together for the leads in a Romeo & Juliet community play. As the parents continue butting heads, the children fall in love and hilarity ensues. —mahajanssen"
2,[1 3],500,Fly Away Home (1996),"https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0116329/?ref_=fn_al_tt_1,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,6.8,25K,['Carroll Ballard'],"['Bill Lishman', 'Robert Rodat', 'Vince McKewin']","['Jeff Daniels', 'Anna Paquin', 'Dana Delany', 'Terry Kinney', 'Holter Graham', 'Jeremy Ratchford', 'Deborah Verginella', 'Michael J. Reynolds', 'David Hemblen', 'Ken James', 'Nora Ballard', 'Sarena Paton', 'Carmen Lishman', 'Christi Hill', 'Judith Orban', 'Jeff Braunstein', 'John Friesen', 'Chris Benson']",PG,1996,1h 47min,07-02-1997,United Kingdom,"Amy is only 13 years old when her mother is killed in a car accident in New Zealand. She goes to Canada to live with her father, Thomas, an eccentric inventor whom she barely knows. She is miserable in her new life...that is until she discovers a nest of goose eggs that were abandoned when developers began tearing up a local forest behind her house. They hatch and she becomes ""Mama Goose"". They must fly south for the winter, but who will lead them there? With a pair of ultralight airplanes, Amy, Thomas, and their friends must find a way to do so. —Martin Lewison "
3,[0],838,In the Line of Duty 2 (1987),"https://m.media-amazon.com/images/M/MV5BYzA2NzFkMjAtMDQxMi00MGI2LTkxNTctM2JiM2VkNTQ5ZWZhXkEyXkFqcGdeQXVyMTc3MjY3NTY@._V1_QL75_UY281_CR6,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYzA2NzFkMjAtMDQxMi00MGI2LTkxNTctM2JiM2VkNTQ5ZWZhXkEyXkFqcGdeQXVyMTc3MjY3NTY@._V1_QL75_UY422_CR8,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYzA2NzFkMjAtMDQxMi00MGI2LTkxNTctM2JiM2VkNTQ5ZWZhXkEyXkFqcGdeQXVyMTc3MjY3NTY@._V1_QL75_UY562_CR11,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0091229/?ref_=fn_al_tt_1,"Michelle Yip of the Hong Kong police is a mild-mannered Kung Fu expert. Michael Wong, from air security, is happy-go-lucky, stuck on himself, constantly talking, and smitten by her. Yamamoto is quiet, hard-boiled, leaving the Tokyo police to spend time with his wife and daughter. They form an alliance when they foil a hijacking on a plane flying a mob prisoner from Tokyo to Hong Kong. The mobster and his would-be rescuer die, and this sets off two avengers who were their blood brothers. Our three cops become the targets. A high-speed chase, a car bomb, the destruction of a nightclub, a spectacular suicide, dead bystanders, and a flying coffin litter the landscape by the end.",6.9,1.3K,['David Chung'],['Kan-Cheung Tsang'],"['Michelle Yeoh', 'Michael Wong', 'Hiroyuki Sanada', 'Ying Bai', 'Dennis Chan', 'King Chan', 'Kwok-Kuen Chan', 'Michael Wai-Man Chan', 'Ching-yuen Che', 'Jing Chen', 'Mang-Ha Cheng', 'Paul Chun', 'Suzuki Himichi', 'Yun Ho', 'Mary Hon', 'Shiu Hung Hui', 'Hing-Yin Kam', 'Blackie Shou-Liang Ko']",R,1986,1h 36min,26-06-1986,Hong Kong,"Michelle Yip of the Hong Kong police is a mild-mannered Kung Fu expert; Michael Wong, from air security, is happy-go-lucky, stuck on himself, constantly talking, and smitten by her; Yamamoto is quiet, hard-boiled, leaving the Tokyo police to spend time with his wife and daughter. They form an alliance when they foil a hijacking on a plane flying a mob prisoner from Tokyo to Hong Kong. The mobster and his would-be rescuer die, and this sets off two avengers who were their blood brothers. Our three cops become the targets. A high-speed chase, a car bomb, the destruction of a nightclub, a spectacular suicide, dead bystanders, and a flying coffin litter the landscape by the end. —"
4,[7],1648,"Niagara, Niagara (1997)","https://m.media-amazon.com/images/M/MV5BMTY2MWRlMzYtYzIzMy00NjBkLWEwYmQtYjFlN2NmNGIxNzE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTY2MWRlMzYtYzIzMy00NjBkLWEwYmQtYjFlN2NmNGIxNzE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX285_CR0,7,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTY2MWRlMzYtYzIzMy00NjBkLWEwYmQtYjFlN2NmNGIxNzE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX380_CR0,9,380,562_.jpg 380w",http://www.imdb.com/title/tt0119780/?ref_=fn_al_tt_1,An outsider and a young woman plagued by Tourette's syndrome meet and together journey to Canada.,6.9,1.6K,['Bob Gosse'],['Matthew Weiss'],"['Robin Tunney', 'Henry Thomas', 'Michael Parks', 'Stephen Lang', 'John MacKay', 'Alan Pottinger', 'Sol Frieder', 'Candy Clark', 'Andrew L. Phillips', 'Jeffrey Howard', 'Shawn Hatosy', 'Adam Lauricella', ""Jaime Lynn O'Hara"", 'John Ventimiglia', 'Clea DuVall', 'Mark Chandler Bailey', 'Dwight Ewell', 'Larry Meistrich']",R,1997,1h 33min,20-03-1998,United States,"""Niagra, Niagra"" begins quietly in a drugstore in Poughkeepsie, where Marcie, the film's disarming heroine, likes to shoplift. She literally crashes into Seth, a quiet outsider, also on a shoplifting spree. Marcie invites Seth to accompany her to Canada to find a black hairstyling head. They set off in Seth's beat-up station wagon, destined for a toy store in Toronto. While on the road, Marcie confides to Seth that she has Tourette's syndrome, necessitating a series of detours to liquor stories and pharmacies along the roads of upstate New York. —Anonymous"
5,[5],547,"Young Poisoner's Handbook, The (1995)","https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_QL75_UY281_CR46,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_QL75_UY422_CR68,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_QL75_UY562_CR91,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115033/?ref_=fn_al_tt_1,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.",7.1,3.6K,['Benjamin Ross'],"['Jeff Rawle', 'Benjamin Ross']","[""Hugh O'Conor"", 'Antony Sher', 'Tobias Arnold', 'Ruth Sheen', 'Roger Lloyd Pack', 'Norman Caro', 'Dorothea Alexander', 'Charlotte Coleman', 'Paul Stacey', 'Samantha Edmonds', 'Robert Demeger', 'Jack Deam', 'Peter Pacey', 'Joost Siedhoff', 'Vilma Hollingbery', 'Frank Mills', 'Rupert Farley', 'Dirk Robertson']",R,1995,1h 39min,15-09-1995,United Kingdom,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release. —Tad Dibbern "
6,[7],387,"Age of Innocence, The (1993)","https://m.media-amazon.com/images/M/MV5BMWM4ODc5NTUtZWY0Ny00ZGEyLWFhMTAtMmNjNTY2NTM2ZWZiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UY281_CR83,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMWM4ODc5NTUtZWY0Ny00ZGEyLWFhMTAtMmNjNTY2NTM2ZWZiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UY422_CR124,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMWM4ODc5NTUtZWY0Ny00ZGEyLWFhMTAtMmNjNTY2NTM2ZWZiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UY562_CR166,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0402289/?ref_=fn_al_tt_1,"A documentary about the making of director Martin Scorsese's feature film adaptation of Edith Wharton's Pulitzer Prize-winning novel, The Age of Innocence. The documentary features a conversation between Scorsese and the star of the film, Daniel Day Lewis, as well as rare behind-the-scenes footage.",7.0,46,['Laura Davis'],['Jed Dannenbaum'],"['Jay Cocks', 'Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Martin Scorsese']",1992,TV Movie,30min,01-09-1992,United States,"A documentary about the making of director Martin Scorsese's feature film adaptation of Edith Wharton's Pulitzer Prize-winning novel, The Age of Innocence. The documentary features a conversation between Scorsese and the star of the film, Daniel Day Lewis, as well as rare behind-the-scenes footage. —Laura Davis"
7,[7],1495,Flirt (1995),"https://m.media-amazon.com/images/M/MV5BMTdiYjAyZWUtNWRkYy00Y2QxLWIxODQtNmU4ZTZkZTgzYzExXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX190_CR0,3,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTdiYjAyZWUtNWRkYy00Y2QxLWIxODQtNmU4ZTZkZTgzYzExXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX285_CR0,5,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTdiYjAyZWUtNWRkYy00Y2QxLWIxODQtNmU4ZTZkZTgzYzExXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX380_CR0,7,380,562_.jpg 380w",http://www.imdb.com/title/tt0113080/?ref_=fn_al_tt_1,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",6.3,2K,['Hal Hartley'],['Hal Hartley'],"['Paul Austin', 'Robert John Burke', 'Martin Donovan', 'Erica Gimpel', 'Michael Imperioli', 'Holt McCallany', 'Lianna Pai', 'Harold Perrineau', 'Parker Posey', 'Bill Sage', 'Patricia Scanlon', 'Paul Schulze', 'Karen Sillas', 'Hannah Sullivan', 'José Zúñiga', 'Boris Aljinovic', 'Dominik Bender', 'Susie Bick']",R,1995,1h 25min,21-02-1997,United Kingdom,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do? —David Morgans "
8,[7],817,Frisk (1995),"https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_QL75_UY422_CR7,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_QL75_UY562_CR10,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113122/?ref_=fn_al_tt_1,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what is real and what we can only hope is surreal. His friends attempt to determine if he's truly a psychopath. The story, is told in the form of a succession of ritual-like murders, comes to life through the letters he writes to his sometime lover and best friend Julian and the object of his desire, Julian's younger brother, Kevin. The film is set in an erotic world of sado-masochism and portrays the sexual appetites of a young man for whom killing and engorging the victim become the ultimate thrill.",4.9,673,['Todd Verow'],"['Dennis Cooper', 'Jim Dwyer', 'George LaVoo']","['Michael Gunther', 'Craig Chester', 'Michael Stock', ""Raoul O'Connell"", 'Jaie Laplante', 'Parker Posey', 'James Lyons', 'Alexis Arquette', 'Michael Waite', 'Alyssa Wendt', 'Mark Ewert', 'Dustin Schell', 'Michael Wilson', 'Paul B. Riley', 'Donald Mosner', 'James Mackay', 'Brook Dillon', 'Kimberly MacInnis']",Unrated,1995,1h 28min,22-03-1996,United States,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what is real and what we can only hope is surreal. His friends attempt to determine if he's truly a psychopath. The story, is told in the form of a succession of ritual-like murders, comes to life through the letters he writes to his sometime lover and best friend Julian and the object of his desire, Julian's younger brother, Kevin. The film is set in an erotic world of sado-masochism and portrays the sexual appetites of a young man for whom killing and engorging the victim become the ultimate thrill. —Sujit R. Varma"
9,[17],267,unknown,"https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_QL75_UY281_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_QL75_UY422_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_QL75_UY562_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt1401152/?ref_=fn_al_tt_1,"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.",6.8,256K,['Jaume Collet-Serra'],"['Oliver Butcher', 'Stephen Cornwell', 'Didier Van Cauwelaert']","['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz', 'Frank Langella', 'Sebastian Koch', 'Olivier Schneider', 'Stipe Erceg', 'Rainer Bock', 'Mido Hamada', 'Clint Dyer', 'Karl Markovics', 'Eva Löbau', 'Helen Wiebensohn', 'Merle Wiebensohn', 'Adnan Maral', 'Torsten Michaelis']",PG-13,2011,1h 53min,04-03-2011,United Kingdom,"A biochemist and his wife arrive in Berlin for a conference at which a scientist and his controversial Arab funder will announce breakthrough research. While his wife checks into the hotel, he grabs a cab to return to the airport for his briefcase, left at the curb. En route, an auto accident puts him in a coma, from which he awakes four days later without identification and with gaps in his memory. He goes to the hotel: his wife refuses to recognize him and another man has claimed his identity. With help from a nurse, the cab driver, a retired Stasi agent, and an academic friend, he tries to unravel what's going on. Is the answer in the briefcase? —"
