,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[ 1 18],511,Lawrence of Arabia (1962),"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR3,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY422_CR4,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY562_CR5,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0056172/?ref_=fn_al_tt_1,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,280K,['David Lean'],"['T.E. Lawrence', 'Robert Bolt', 'Michael Wilson']","[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller']",Approved,1962.0,3h 48min,11-12-1962,United Kingdom,"Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence is sent to Arabia to find Prince Faisal and serve as a liaison between the Arabs and the British in their fight against the Turks. With the aid of native Sherif Ali, Lawrence rebels against the orders of his superior officer and strikes out on a daring camel journey across the harsh desert to attack a well-guarded Turkish port. —Jwelch5742"
1,[ 7 14],197,"Graduate, The (1967)","https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0061722/?ref_=fn_al_tt_1,A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,264K,['Mike Nichols'],"['Calder Willingham', 'Buck Henry', 'Charles Webb']","['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels', 'Murray Hamilton', 'Elizabeth Wilson', 'Buck Henry', 'Brian Avery', 'Walter Brooke', 'Norman Fell', 'Alice Ghostley', 'Marion Lorne', 'Eddra Gale', 'Frank Baker', 'George Bruggeman', 'Buddy Douglas', 'Richard Dreyfuss', 'Bob Eubanks']",PG,1967.0,1h 46min,15-09-1968,United Kingdom,"Benjamin Braddock returns home to California after successfully completing college. He gets a hero's welcome from his parents but Ben isn't quite sure what to do with the rest of his life. He is soon seduced by Mrs. Robinson, the wife of his father's partner, who methodically pursues the inexperienced young man. Soon, they are meeting regularly in hotel rooms. Warned by her to stay away from her daughter Elaine, his father goads him into taking her out on a date. He finds he quite likes Elaine but when she learns he's been having an affair with her own mother, she'll have nothing to do with him. He's smitten however and pursues her. —garykmcd"
2,[ 2  3 12 14],542,Pocahontas (1995),"https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0114148/?ref_=fn_al_tt_1,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,6.7,178K,"['Mike Gabriel', 'Eric Goldberg']","['Carl Binder', 'Susannah Grant', 'Philip LaZebnik']","['Mel Gibson', 'Linda Hunt', 'Christian Bale', 'Joe Baker', 'Irene Bedard', 'Billy Connolly', 'James Apaumut Fall', 'John Kassir', 'Judy Kuhn', 'Danny Mann', 'Russell Means', 'David Ogden Stiers', 'Michelle St. John', 'Gordon Tootoosis', 'Frank Welker', 'Jim Cummings']",G,1995.0,1h 21min,06-10-1995,United Kingdom,"This is the Disney animated tale of the romance between a young Native American woman named Pocahontas (Irene Bedard) and Captain John Smith (Mel Gibson), who journeyed to the New World with other settlers to begin fresh lives. Her powerful father, Chief Powhatan (Russell Means), disapproves of their relationship and wants her to marry a native warrior. Meanwhile, Smith's fellow Englishmen hope to rob the Native Americans of their gold. Can Pocahontas' love for Smith save the day? —Jwelch5742"
3,[ 0  1  4 18],110,Operation Dumbo Drop (1995),"https://m.media-amazon.com/images/M/MV5BZjlhY2JiNTEtYzcyZi00YmVjLThiZGEtODg2Nzk5NTc5OGM0XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZjlhY2JiNTEtYzcyZi00YmVjLThiZGEtODg2Nzk5NTc5OGM0XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZjlhY2JiNTEtYzcyZi00YmVjLThiZGEtODg2Nzk5NTc5OGM0XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0114048/?ref_=fn_al_tt_1,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.",5.1,8.8K,['Simon Wincer'],"['James Morris', 'Gene Quintano', 'Jim Kouf']","['Danny Glover', 'Ray Liotta', 'Denis Leary', 'Doug E. Doug', 'Corin Nemec', 'Dinh Thien Le', 'Tchéky Karyo', 'Hoang Ly', 'Vo Trung Anh', 'Marshall Bell', 'James Hong', 'Long Nguyen', 'Tim Kelleher', 'Scott N. Stevens', 'Kevin LaRosa', 'Christopher Ward', 'Robert Kevin Miller', 'Ming-Yang Li']",PG,1995.0,1h 47min,28-07-1995,United States,"During the Vietnam War, a village that American forces are using to spy on the Ho Chi Minh Trail has its sacred elephant killed by the North Vietnamese Army because they were cooperating with the Americans. The villagers need an elephant for a ceremony that will occur within the week. Captain Sam Cahill, an easygoing man who is heading home, and his hotheaded replacement Captain TC Doyle scrounge up another elephant with the help of sneaky supply chief warrant officer David Poole, luckless farmboy Lawrence Farley, and short-timer Harvey Ashford, and transport it across South Vietnam to get it to the village on time, running into all sorts of transport problems, personality conflicts, and an NVA squad that wants the Americans out of the village. —Jeff Cross "
4,[16],1399,Stranger in the House (1997),"https://m.media-amazon.com/images/M/MV5BMTg1MTg1NDE1OF5BMl5BanBnXkFtZTcwNzA2OTQxMQ@@._V1_QL75_UX190_CR0,34,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTg1MTg1NDE1OF5BMl5BanBnXkFtZTcwNzA2OTQxMQ@@._V1_QL75_UX285_CR0,52,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTg1MTg1NDE1OF5BMl5BanBnXkFtZTcwNzA2OTQxMQ@@._V1_QL75_UX380_CR0,69,380,562_.jpg 380w",http://www.imdb.com/title/tt0120222/?ref_=fn_al_tt_1,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",5.4,231,['Rodney Gibbons'],"['William Hoy', 'Peter Liapis', 'Steve Pesce']","['Michele Greene', 'Bruce Dinsmore', 'Steve Railsback', 'Kathleen Kinmont', 'Vlasta Vrana', 'Wendii Fulford', 'Una Kay', 'Larry Day', 'Tania Kontoyanni', 'Tyrone Benskin', 'Chelsea McIsaac', 'Maral Hassib', 'Bob Homme']",R,1997.0,1h 34min,01-08-1997,United Kingdom,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!"
5,[7],52,"Madness of King George, The (1994)","https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY422_CR2,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY562_CR2,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0110428/?ref_=fn_al_tt_1,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",7.2,16K,['Nicholas Hytner'],['Alan Bennett'],"['Nigel Hawthorne', 'Helen Mirren', 'Rupert Graves', 'Amanda Donohoe', 'Charlotte Curley', 'Peter Bride-Kirk', 'Eve Camden', 'Thomas Copeland', 'Joanna Hall', 'Cassandra Halliburton', 'Russell Martin', 'Natalie Palys', 'Rupert Everett', 'Julian Rhind-Tutt', 'David Leon', 'Martin Julier', 'Anthony Calf', 'Matthew Lloyd Davies']",PG-13,1994.0,1h 50min,24-03-1995,United Kingdom,"Aging King George III of England (Sir Nigel Hawthorne) is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte (Dame Helen Mirren) and Prime Minister William Pitt the Younger (Julian Wadham) attempt to prevent the King's political enemies, led by the Prince of Wales (Rupert Everett), from usurping the throne. —Jwelch5742"
6,[0],363,Sudden Death (1995),"https://m.media-amazon.com/images/M/MV5BN2NjYWE5NjMtODlmZC00MjJhLWFkZTktYTJlZTI4YjVkMGNmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2NjYWE5NjMtODlmZC00MjJhLWFkZTktYTJlZTI4YjVkMGNmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY422_CR2,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2NjYWE5NjMtODlmZC00MjJhLWFkZTktYTJlZTI4YjVkMGNmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY562_CR2,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0114576/?ref_=fn_al_tt_1,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,5.8,34K,['Peter Hyams'],"['Karen Elise Baldwin', 'Gene Quintano']","['Jean-Claude Van Damme', 'Powers Boothe', 'Raymond J. Barry', 'Whittni Wright', 'Ross Malinger', 'Dorian Harewood', 'Kate McNeil', 'Michael Gaston', 'Audra Lindley', 'Brian Delate', 'Steve Aronson', 'Michael R. Aubele', 'Karen Elise Baldwin', 'Jennifer D. Bowser', 'Pat Brisson', 'Glenda Morgan Brown', 'Jophery C. Brown', 'William Cameron']",R,1995.0,1h 51min,19-04-1996,United Kingdom,"Darren McCord takes his two kids to a Pittsburgh Penguins National Hockey League play-off game, unknowing that the sports arena has been taken over by terrorists, who are holding the Vice President of the United States, as well as many other high-ranking officials hostage. Darren later becomes the only one who is aware of the situation. And, the stakes are raised when the terrorists announce that they will blow-up the building at the end of the game. Therefore, Darren must not only subdue the terrorists, but postpone the game and send it to overtime. —Anonymous"
7,[1 3],828,Alaska (1996),"https://m.media-amazon.com/images/M/MV5BN2Y5OGE3OGMtMWQwMi00ODMxLTllZDMtMTk4NGFiYjA0NmI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2Y5OGE3OGMtMWQwMi00ODMxLTllZDMtMTk4NGFiYjA0NmI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2Y5OGE3OGMtMWQwMi00ODMxLTllZDMtMTk4NGFiYjA0NmI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0115493/?ref_=fn_al_tt_1,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",5.8,5.4K,['Fraser C. Heston'],"['Andy Burg', 'Scott Myers']","['Thora Birch', 'Vincent Kartheiser', 'Dirk Benedict', 'Charlton Heston', 'Duncan Fraser', 'Gordon Tootoosis', 'Ben Cardinal', 'Ryan Kent', 'Don S. Davis', 'Dolly Madsen', 'Stephen E. Miller', 'Byron Chief-Moon', 'Kristin Lehman', 'Adrien Dorval', 'Ed Gale', 'Mark McCracken', 'Agee']",PG,1996.0,1h 49min,18-10-1996,United Kingdom,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues. —Jason Ihle "
8,[19],570,Wyatt Earp (1994),"https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0111756/?ref_=fn_al_tt_1,"From Wichita to Dodge City to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure and desperate, heroic action.",6.7,48K,['Lawrence Kasdan'],"['Dan Gordon', 'Lawrence Kasdan']","['Kevin Costner', 'Dennis Quaid', 'Gene Hackman', 'David Andrews', 'Linden Ashby', 'Jeff Fahey', 'Joanna Going', 'Mark Harmon', 'Michael Madsen', ""Catherine O'Hara"", 'Bill Pullman', 'Isabella Rossellini', 'Tom Sizemore', 'JoBeth Williams', 'Mare Winningham', 'James Gammon', 'Rex Linn', 'Randle Mell']",PG-13,1994.0,3h 11min,09-09-1994,United Kingdom,Wyatt Earp is a movie about a man and his family. The movie shows us the good times and the bad times of one of the West's most famous individuals. —Jimmy Anderson 
9,[6],811,Thirty-Two Short Films About Glenn Gould (1993),"https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0108328/?ref_=fn_al_tt_1,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",7.4,3.7K,['François Girard'],"['François Girard', 'Don McKellar', 'Glenn Gould']","['Colm Feore', 'Derek Keurvorst', 'Katya Ladan', 'Devon Anderson', 'Joshua Greenblatt', 'Sean Vertigo', 'Kate Hennig', 'Sean Doyle', 'Sharon Bernbaum', 'Don McKellar', 'David Hughes', 'Carlo Rota', 'Peter Millard', 'John Dolan', 'Allegra Fulton', 'Dick Callahan', 'Guy Thauvette', 'R.D. Reid']",Not Rated,1993.0,1h 38min,17-06-1994,United Kingdom,"As the title suggests, this dramatised documentary about the eccentric Canadian pianist Glenn Gould is broken up into thirty-two short films (mirroring the thirty-two part structure of Bach's 'Goldberg Variations', the recording that Gould made famous), each giving us an insight into some aspect of Gould's life and career. Out of respect for the music lead actor Colm Feore is never seen playing the piano, merely reacting to Gould's own recordings, which are extensively featured —Michael Brooke "
