,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline
0,[14],966,"Affair to Remember, An (1957)","https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX285_CR0,8,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX380_CR0,11,380,562_.jpg 380w",http://www.imdb.com/title/tt0050105/?ref_=fn_al_tt_1,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,7.5,29K,['Leo McCarey'],"['Delmer Daves', 'Leo McCarey', 'Mildred Cram']","['Cary Grant', 'Deborah Kerr', 'Richard Denning', 'Neva Patterson', 'Cathleen Nesbitt', 'Robert Q. Lewis', 'Charles Watts', 'Fortunio Bonanova', 'Dorothy Adams', 'Richard Allen', 'Al Bain', 'Frank Baker', 'Mary Bayless', 'Dino Bolognese', 'Paul Bradley', 'George Calliga', 'Mary Carroll', 'Steve Carruthers']",Not Rated,1957.0,1h 55min,19-07-1957,United States,"Nickie Ferrante's return to New York to marry a rich heiress is well publicized as are his many antics and affairs. He meets a nightclub singer Terry McKay who is also on her way home to her longtime boyfriend. She sees him as just another playboy and he sees her as stand-offish but over several days they soon find they've fallen in love. Nickie has never really worked in his life so they agree that they will meet again in six months time atop the Empire State building. This will give them time to deal with their current relationships and for Nickie to see if he can actually earn a living. He returns to painting and is reasonably successful. On the agreed date, Nickie is waiting patiently for Terry who is racing to join him. Fate intervenes however resulting in misunderstanding and heartbreak and only fate can save their relationship. —garykmcd"
1,[4],913,Love and Death on Long Island (1997),"https://m.media-amazon.com/images/M/MV5BZGQ0YzY4MjEtN2ZiNi00MzgzLTk5OGQtZDg5Mjc3YzFjNTE1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZGQ0YzY4MjEtN2ZiNi00MzgzLTk5OGQtZDg5Mjc3YzFjNTE1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZGQ0YzY4MjEtN2ZiNi00MzgzLTk5OGQtZDg5Mjc3YzFjNTE1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0119574/?ref_=fn_al_tt_1,"Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everything about the movie and Ronnie. After that, he travels to Long Island City, where Ronnie lives, and meets him, pretending that Ronnie is a great actor, and that's why Giles admires him.",6.9,3.9K,['Richard Kwietniowski'],"['Gilbert Adair', 'Richard Kwietniowski']","['John Hurt', 'Jason Priestley', 'Fiona Loewi', 'Sheila Hancock', 'Harvey Atkin', 'Maury Chaykin', 'Gawn Grainger', 'Elizabeth Quinn', 'Linda Busby', 'Bill Leadbitter', 'Anne Reid', 'Danny Webb', 'Andrew Barrow', 'Dean Gatiss', 'Robert McKewley', 'Tusse Silberg', 'Rebecca Michael', 'Jean Ainslie']",PG-13,1997.0,1h 33min,03-07-1998,United Kingdom,"Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everything about the movie and Ronnie. After that, he travels to Long Island City, where Ronnie lives, and meets him, pretending that Ronnie is a great actor, and that's why Giles admires him."
2,[4],410,Kingpin (1996),"https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0116778/?ref_=fn_al_tt_1,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",6.9,81K,"['Bobby Farrelly', 'Peter Farrelly']","['Barry Fanaro', 'Mort Nathan']","['Woody Harrelson', 'Randy Quaid', 'Bill Murray', 'Vanessa Angel', 'Chris Elliott', 'William Jordan', 'Richard Tyson', 'Lin Shaye', 'Zen Gesner', 'Prudence Wright Holmes', 'Rob Moran', 'Daniel Greene', 'Will Rothhaar', 'Mark Charpentier', 'Brad Faxon', 'Billy Andrade', 'Paul DeWolf', 'Jill Lytle']",PG-13,1996.0,1h 54min,12-07-1996,United Kingdom,"Roy Munson was trained by his father from childhood to be the best bowler in the world. As a teenager, he manages to win the Iowa state amateur championship. Not long after this, Roy becomes a bowling hustler along with his partner Ernie McCracken. They soon go up against a group of ruffians who don't take kindly to being hustled by the pair and exact revenge by damaging Roy's bowling hand so badly that it has to be amputated leaving him with a rubber prosthetic. Being the coward that he is, Ernie runs away as Roy is being abused by the gang. No longer able to bowl as before, Roy becomes a traveling bowling equipment salesman. Eventually, he meets up with an Amish bowling prodigy named Ishmael and takes him under his wing as his manager and trainer. He manages, with difficulty, to convince Ishmael, against his conservative Amish sensibilities, to embark on a professional career. Eventually, they cross paths with Ernie McCracken at a championship bowling event that Ernie is favored to win. While Roy's career and life have landed in the toilet bowl, Ernie is still drawing huge crowds and all the babes. Ishmael injures his bowling hand just prior to the big tournament leaving it up to Roy to go up against Ernie at the big event and, hopefully, exact personnel revenge for leaving him to fend for himself against the gang they hustled years earlier. The championship match will determine whether Roy or Ernie is the best bowler."
3,[4 7],93,Welcome to the Dollhouse (1995),"https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0114906/?ref_=fn_al_tt_1,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",7.4,33K,['Todd Solondz'],['Todd Solondz'],"['Heather Matarazzo', 'Christina Brucato', 'Victoria Davis', 'Christina Vidal', 'Siri Howard', 'Brendan Sexton III', 'Telly Pontidis', 'Herbie Duarte', 'Scott Coogan', 'Daria Kalinina', 'Matthew Faber', 'Josiah Trager', 'Ken Leung', 'Dimitri DeFresco', 'Rica Martens', 'Angela Pietropinto', 'Bill Buell', 'Eric Mabius']",R,1995.0,1h 28min,24-05-1996,United States,"Seventh-grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog-Face' or 'Wiener-Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning--her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on, her parents want to tear down her 'Special People's Club' clubhouse, and her sister is abducted.... —Tad Dibbern "
4,[4 7],409,Jack (1996),"https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR4,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR5,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR7,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0116669/?ref_=fn_al_tt_1,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",5.8,59K,['Francis Ford Coppola'],"['James DeMonaco', 'Gary Nadeau']","['Robin Williams', 'Diane Lane', 'Brian Kerwin', 'Jennifer Lopez', 'Bill Cosby', 'Fran Drescher', 'Adam Zolotin', 'Todd Bosley', 'Seth Smith', 'Mario Yedidia', 'Jer Adrianne Lelliott', 'Jurnee Smollett', 'Dani Faith', 'Hugo Hernandez', ""Rickey D'Shon Collins"", 'Michael McKean', 'Edward Lynch', 'Don Novello']",PG-13,1996.0,1h 53min,11-10-1996,United Kingdom,"Jack Powell was born with a unique disorder that causes him to age four times faster than people usually age, so when he's 10 years old he looks 40. This causes problems when he starts public school and tries to make friends with his classmates. —Bob Gohari "
5,[0],599,Police Story 4: Project S (Chao ji ji hua) (1993),"https://m.media-amazon.com/images/M/MV5BZWYxMDZiZTYtODU0OS00N2VkLTljM2QtNTczODg3YjY0ODk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWYxMDZiZTYtODU0OS00N2VkLTljM2QtNTczODg3YjY0ODk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,9,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWYxMDZiZTYtODU0OS00N2VkLTljM2QtNTczODg3YjY0ODk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,12,380,562_.jpg 380w",http://www.imdb.com/title/tt0106544/?ref_=fn_al_tt_1,"As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.",6.1,3.9K,['Stanley Tong'],"['Sui Lai Kang', 'Tang Han Mok', 'Stanley Tong']","['Michelle Yeoh', 'Rongguang Yu', 'Emil Chau', 'Athena Chu', 'Siu-Wong Fan', 'Jackie Chan', 'Bill Tung', 'Eric Tsang', 'Dick Wei', 'Bowie Lam', 'Alain Guernier', ""Tung Cho 'Joe' Cheung"", 'Maggie Chan', 'Yukari Ôshima', 'Ailen Sit', 'Hong Chun', 'Ah Leung', 'Bruce Law']",R,1993.0,1h 44min,21-10-1993,Hong Kong,"As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves."
6,[7],1017,Trees Lounge (1996),"https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0117958/?ref_=fn_al_tt_1,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",7.1,16K,['Steve Buscemi'],['Steve Buscemi'],"['Steve Buscemi', 'Carol Kane', 'Mark Boone Junior', 'Bronson Dudley', 'Anthony LaPaglia', 'Michael Buscemi', 'Elizabeth Bracco', 'John Ventimiglia', 'Steven Randazzo', 'Suzanne Shepherd', 'Rockets Redglare', 'Joe Lisi', 'Debi Mazar', 'Eszter Balint', 'Richard Boes', 'Brooke Smith', 'Carina Finn', 'Seymour Cassel']",R,1996.0,1h 35min,14-02-1997,United Kingdom,"Things aren't going so well for Tommy Basilio. He lost his job because he ""borrowed"" money from the register, his girlfriend left him for his boss and is now pregnant, and he can't find work because of the incident. His life revolves around the Trees Lounge, a neighborhood bar over which he lives, full of the colorful eccentrics one finds in such places, like the estranged husband, or the old boozer drinking himself to death. He drunkenly wanders through his life, still in love with his ex, desperate for some sort of meaning beyond the bar, some sort of meaning to his life. —Gary Dickerson "
7,[7],1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)","https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0101765/?ref_=fn_al_tt_1,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",7.8,46K,['Krzysztof Kieslowski'],"['Krzysztof Kieslowski', 'Krzysztof Piesiewicz']","['Irène Jacob', 'Wladyslaw Kowalski', 'Halina Gryglaszewska', 'Kalina Jedrusik', 'Aleksander Bardini', 'Jerzy Gudejko', 'Janusz Sterninski', 'Philippe Volter', 'Sandrine Dumas', 'Louis Ducreux', 'Claude Duneton', 'Lorraine Evanoff', 'Guillaume de Tonquédec', 'Gilles Gaston-Dreyfus', 'Alain Frérot', 'Youssef Hamid', 'Thierry de Carbonnières', 'Chantal Neuwirth']",R,1991.0,1h 38min,28-02-1992,United Kingdom,"Véronique is a beautiful young French woman who aspires to be a renowned singer. Weronika lives in Poland, has a similar career goal, and looks identical to Véronique, though the two are not related. Both women contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with a puppeteer who may be able to help her with her existential issues. Véronique and Weronika are unaware of each other's existence, yet they sense a spectral companion and an inexplicable, profound bond. —Nick Riganas"
8,[ 0 13 15 16],260,Event Horizon (1997),"https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0119081/?ref_=fn_al_tt_1,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,6.7,169K,['Paul W.S. Anderson'],['Philip Eisner'],"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson', 'Richard T. Jones', 'Jack Noseworthy', 'Jason Isaacs', 'Sean Pertwee', 'Peter Marinker', 'Holley Chant', 'Barclay Wright', 'Noah Huntley', 'Robert Jezek', 'Emily Booth', 'Bharat Nalluri', 'Gary Sinyor']",R,1997.0,1h 36min,22-08-1997,United Kingdom,"In the year 2047, a group of astronauts are sent to investigate and salvage the long-lost starship Event Horizon. The ship mysteriously disappeared seven years ago on its maiden voyage, and with its return comes even more mystery as the crew of the Lewis and Clark discover the real truth behind its disappearance and something even more terrifying. —Losman "
9,[ 7 14],875,She's So Lovely (1997),"https://m.media-amazon.com/images/M/MV5BZmU1ZTU3MDMtNTQzMy00NTU0LWFmY2EtMjgxMGM3YzBkOGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZmU1ZTU3MDMtNTQzMy00NTU0LWFmY2EtMjgxMGM3YzBkOGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZmU1ZTU3MDMtNTQzMy00NTU0LWFmY2EtMjgxMGM3YzBkOGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,4,380,562_.jpg 380w",http://www.imdb.com/title/tt0120112/?ref_=fn_al_tt_1,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",5.9,8.2K,['Nick Cassavetes'],['John Cassavetes'],"['Sean Penn', 'Robin Wright', 'John Travolta', 'James Gandolfini', 'Susan Traylor', 'Harry Dean Stanton', 'Debi Mazar', 'Bobby Cooper', 'John Marshall Jones', 'Chloe Webb', 'James Soravilla', 'Jamie Bozian', 'Paul Johansson', 'Justina Machado', 'Tito Larriva', 'Tony Marsico', 'Ilya Brodsky', 'Burt Young']",R,1997.0,1h 40min,20-08-1997,France,"Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds his wife bruised, he goes ballistic, shoots a paramedic and is put in a psychiatric institution. Ten years later, Eddie is released and finds that Maureen has divorced him and is remarried with three children, one of whom is his little girl Jeanie. Eddie goes to reclaim his wife. —Katie Fisher"
