,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date_x,country_x,release_date_y,country_y,storyline
0,[ 0 16],79,"Fugitive, The (1993)","https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX285_CR0,4,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX380_CR0,5,380,562_.jpg 380w",http://www.imdb.com/title/tt0106977/?ref_=fn_al_tt_1,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",7.8,280K,['Andrew Davis'],"['Jeb Stuart', 'David Twohy', 'Roy Huggins']","['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore', 'Joe Pantoliano', 'Andreas Katsulas', 'Jeroen Krabbé', 'Daniel Roebuck', 'L. Scott Caldwell', 'Tom Wood', 'Ron Dean', 'Joseph F. Kosala', 'Miguel Nino', 'John Drummond', 'Tony Fosco', 'Joseph F. Fisher', 'James Liautaud', 'David Darlow']",PG-13,1993,2h 10min,24-09-1993,United Kingdom,24-09-1993,United Kingdom,"A well respected Chicago surgeon Dr. Richard Kimble has found out that his wife, Helen, has been murdered ferociously in her own home. The police found Kimble and accused him of the murder. Then, Kimble (without Justifiable Reason) was tried, convicted, and sentenced to death. However, on the way to prison, Kimble's transport crashed. Kimble escapes and is now on the run. Deputy Samuel Gerard from Chicago takes charge of the chase of Kimble. Meanwhile, Kimble takes up his own investigation to find who really killed his wife, and to lure Gerard and his team into it as well. —John Wiggins"
1,[ 0 16],300,Air Force One (1997),"https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0118571/?ref_=fn_al_tt_1,"Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.",6.5,188K,['Wolfgang Petersen'],['Andrew W. Marlowe'],"['Harrison Ford', 'Gary Oldman', 'Glenn Close', 'Wendy Crewson', 'Liesel Matthews', 'Paul Guilfoyle', 'Xander Berkeley', 'William H. Macy', 'Dean Stockwell', 'Tom Everett', 'Jürgen Prochnow', 'Donna Bullock', 'Michael Ray Miller', 'Carl Weintraub', 'Elester Latham', 'Elya Baskin', 'Levani', 'David Vadim']",R,1997,2h 4min,12-09-1997,United Kingdom,12-09-1997,United Kingdom,"High-altitude thriller in which the presidential aircraft, Air Force One, is hijacked by Russian communist radicals (Gary Oldman) demanding the release of the Kazakhstani leader (Jürgen Prochnow). With the First Lady (Wendy Crewson) and her family trapped on board, the hijackers threaten to kill one hostage every half-hour until their demands are met. What they don't know is that the president (Harrison Ford) himself is hiding in the hold and formulating a plan to save his family. —maschzentertainment"
2,[ 7 16],370,Mary Reilly (1996),"https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0117002/?ref_=fn_al_tt_1,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",5.8,15K,['Stephen Frears'],"['Valerie Martin', 'Christopher Hampton']","['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Kathy Staff', 'Glenn Close', 'Michael Sheen', 'Bronagh Gallagher', 'Linda Bassett', 'Henry Goodman', 'Ciarán Hinds', 'Sasha Hanau', 'Moya Brady', 'Emma Griffiths Malin', 'David Ross', 'Tim Barlow', 'Isabella Marsh', 'Wendy Nottingham']",R,1996,1h 48min,26-04-1996,United Kingdom,26-04-1996,United Kingdom,"Somewhere in England in the nineteenth century. A pretty housemaid works in a nice house, which is Dr. Henry Jekyll's (John Malkovich's) house. Mary Reilly (Julia Roberts) think she found her best job, because she is poor and the doctor is well-known and rich. This movie tells the ""Dr. Jekyll and Mr. Hyde"" story as a woman sees the two men, one of them is good and the other is evil. And she loves them. —Kornel Osvart "
3,[ 4 14],988,"Beautician and the Beast, The (1997)","https://m.media-amazon.com/images/M/MV5BOGViZjFhM2MtOGNmZC00MWQyLWJiM2MtODdkMDdlYmFmMjYzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGViZjFhM2MtOGNmZC00MWQyLWJiM2MtODdkMDdlYmFmMjYzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGViZjFhM2MtOGNmZC00MWQyLWJiM2MtODdkMDdlYmFmMjYzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UX380_CR0,2,380,562_.jpg 380w",http://www.imdb.com/title/tt0118691/?ref_=fn_al_tt_1,"A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.",5.5,9.1K,['Ken Kwapis'],['Todd Graff'],"['Fran Drescher', 'Timothy Dalton', 'Ian McNeice', 'Patrick Malahide', 'Lisa Jakub', 'Michael Lerner', 'Phyllis Newman', 'Heather DeLoach', 'Adam LaVorgna', 'Kyle Wilkerson', 'Tyler Wilkerson', 'Timothy Dowling', 'Michael Immel', 'Tonya Watts', 'Tamara Mello', 'Celeste Russi', 'Daniel Escobar', 'Billy Brown']",PG,1997,1h 45min,07-02-1997,United States,07-02-1997,United States,"A beautician in America is mistakenly thought to be an academic teacher by a representative of an Eastern European dictator. She is invited to their country on that mistaken belief and is asked to be the tutor of the dictator's children. While there, she tries to Westernize the whole country. —Tony Berkoff "
4,[1 7],1126,"Old Man and the Sea, The (1958)","https://m.media-amazon.com/images/M/MV5BMzU2NjAwOTI2Ml5BMl5BanBnXkFtZTgwMjQwNTI4MjE@._V1_QL75_UY281_CR5,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMzU2NjAwOTI2Ml5BMl5BanBnXkFtZTgwMjQwNTI4MjE@._V1_QL75_UY422_CR7,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMzU2NjAwOTI2Ml5BMl5BanBnXkFtZTgwMjQwNTI4MjE@._V1_QL75_UY562_CR10,0,380,562_.jpg 380w",http://www.imdb.com/title/tt3469902/?ref_=fn_al_tt_1,"Martin Falklind was 14 years old when he first read Hemingway's book ""The Old Man and the Sea."" Since that day, he has nurtured the dream of the little man in combat with a marlin, a fish larger than both himself and his boat. Longing for an adventure, Martin makes a modern version of ""The Old Man and the Sea,"" discovering the brutal facts about today's depleted seas in the process.",6.6,16,,,,2012,TV Movie,58min,23-10-2012,Sweden,23-10-2012,Sweden,"Martin Falklind was 14 years old when he first read Hemingway's book ""The Old Man and the Sea."" Since that day, he has nurtured the dream of the little man in combat with a marlin, a fish larger than both himself and his boat. Longing for an adventure, Martin makes a modern version of ""The Old Man and the Sea,"" discovering the brutal facts about today's depleted seas in the process."
5,[13 14 16],574,Boxing Helena (1993),"https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0106471/?ref_=fn_al_tt_1,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",4.7,12K,['Jennifer Lynch'],"['Philippe Caland', 'Jennifer Lynch']","['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton', 'Kurtwood Smith', 'Art Garfunkel', 'Betsy Clark', 'Nicolette Scorsese', 'Meg Register', 'Bryan Smith', 'Marla Levine', 'Kim Lentz', 'Lloyd T. Williams', 'Carl Mazzocone Sr.', 'Erik Shoaff', 'Lisa Oz', 'Ted Manson', 'Adele K. Schaeffer', 'Amy Levin']",R,1993,1h 47min,18-06-1993,United Kingdom,18-06-1993,United Kingdom,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist. —Rob Hartill"
6,[4],154,Monty Python's Life of Brian (1979),"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,13,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,17,380,562_.jpg 380w",http://www.imdb.com/title/tt0079470/?ref_=fn_al_tt_1,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",8.1,382K,['Terry Jones'],"['Graham Chapman', 'John Cleese', 'Terry Gilliam']","['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley', 'Neil Innes', 'Charles McKeown', 'John Young', 'Gwen Taylor', 'Sue Jones-Davies', 'Peter Brett', 'John Case', 'Chris Langham', 'Andrew MacLachlan']",R,1979,1h 34min,08-11-1979,United Kingdom,08-11-1979,United Kingdom,"The story of Brian of Nazareth (Graham Chapman), born on the same day as Jesus of Nazareth, who takes a different path in life that leads to the same conclusion. Brian joins a political resistance movement aiming to get the Romans out of Judea. Brian scores a victory of sorts when he manages to paint political slogans on an entire wall in the city of Jerusalem. The movement is not very effective but somehow Brian becomes a prophet and gathers his own following. His fate is sealed however and he lives a very short life. —garykmcd"
7,[ 7 15],429,"Day the Earth Stood Still, The (1951)","https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0970416/?ref_=fn_al_tt_1,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,5.5,167K,['Scott Derrickson'],"['David Scarpa', 'Edmund H. North']","['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates', 'Jaden Smith', 'John Cleese', 'Jon Hamm', 'Kyle Chandler', 'Robert Knepper', 'James Hong', 'John Rothman', 'Sunita Prasad', 'Juan Riedinger', 'Sam Gilroy', 'Tanya Champoux', 'Rukiya Bernard', 'Alisen Down', 'David Lewis', 'Lloyd Adams']",PG-13,2008,1h 44min,12-12-2008,United Kingdom,12-12-2008,United Kingdom,"Dr. Helen Benson is summoned to a military facility with several other scientists when an alien spacecraft of sorts arrives in New York City. Aboard is a human-like alien and a giant robot of immense size and power. The alien identifies himself as Klaatu and says he has come to save the Earth. The US military and political authorities see him as a threat however and decide to use so-called intensive interrogation techniques on him, but Dr. Benson decides to facilitate his escape. When she learns exactly what he means when he says he is there to save the Earth, she tries to convince him to change his intentions. —garykmcd"
8,[ 4 12],630,"Great Race, The (1965)","https://m.media-amazon.com/images/M/MV5BNzI3MTg0ZjEtODMwZi00YjE3LWIyNTctZDNiNzlmMzc0MWI3XkEyXkFqcGdeQXVyNjI0NDQ4NjU@._V1_QL75_UX140_CR0,0,140,140_.jpg 140w, https://m.media-amazon.com/images/M/MV5BNzI3MTg0ZjEtODMwZi00YjE3LWIyNTctZDNiNzlmMzc0MWI3XkEyXkFqcGdeQXVyNjI0NDQ4NjU@._V1_QL75_UX210_CR0,1,210,210_.jpg 210w, https://m.media-amazon.com/images/M/MV5BNzI3MTg0ZjEtODMwZi00YjE3LWIyNTctZDNiNzlmMzc0MWI3XkEyXkFqcGdeQXVyNjI0NDQ4NjU@._V1_QL75_UX280_CR0,1,280,280_.jpg 280w",http://www.imdb.com/title/tt1304955/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['Doug Thoms'],"['Mark Leiren-Young', 'Franklin Young']","['Ashley Taylor', 'Ashley Brown', 'Sonja Ball', 'Scott Beaudin', 'Kristen Bone', 'Ian James Corlett', 'Robin Duke', 'Julie Lemieux', 'Sunday Muse', 'Rino Ramono', 'Noah Reid', 'Rob Smith', 'Aron Tager', 'Melanie Telleno', 'Rob Tinkler', 'Michael Yarmush']",,,,16-02-1998,Canada,16-02-1998,Canada,Stacy and Bradley compete in a go-kart race for Dill's birthday. Stacy and Bradley don't know what to wear for Halloween.
9,[4],683,Rocket Man (1997),"https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0120029/?ref_=fn_al_tt_1,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,5.9,9.4K,['Stuart Gillard'],"['Oren Aviv', 'Craig Mazin', 'Greg Erb']","['Harland Williams', 'Jessica Lundy', 'William Sadler', 'Jeffrey DeMunn', 'James Pickens Jr.', 'Beau Bridges', 'Peter Onorati', 'Don Lake', 'Bill Jenkins', 'Ken Farmer', 'Blake Boyd', 'Brandon Kaplan', 'Paxton Whitehead', 'Don Armstrong', 'Pamela West', 'Marjorie Carroll', 'Claire Birnbaum', 'Sean Tweedley']",PG,1997,1h 35min,11-01-2002,United Kingdom,11-01-2002,United Kingdom,Fred Z. Randall is a geeky and obnoxious spacecraft designer who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there. —O2D
