,movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date_x,country_x,release_date_y,country_y,storyline
0,[ 7 16],591,Primal Fear (1996),"https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_QL75_UX190_CR0,1,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_QL75_UX285_CR0,2,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_QL75_UX380_CR0,3,380,562_.jpg 380w",http://www.imdb.com/title/tt0117381/?ref_=fn_al_tt_1,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",7.7,201K,['Gregory Hoblit'],"['William Diehl', 'Steve Shagan', 'Ann Biderman']","['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney', 'Alfre Woodard', 'Frances McDormand', ""Terry O'Quinn"", 'Andre Braugher', 'Steven Bauer', 'Joe Spano', 'Tony Plana', 'Stanley Anderson', 'Maura Tierney', 'Jon Seda', 'Reg Rogers', 'Kenneth Tigar', 'Brian Reddy', 'Christopher Carroll']",R,1996,2h 9min,24-05-1996,United Kingdom,24-05-1996,United Kingdom,"When a young man, Aaron, is charged with the horrific murder of Archbishop Rushman, hot-shot Chicago lawyer Martin Vail takes on his defense at no charge. Aaron was a homeless street kid before he was taken in by the Archbishop. He's shy and speaks with a stammer. Vail is convinced that Aaron is innocent but after discovering a video that shows Aaron may have had good reason to want the Archbishop dead, he begins to question that conclusion. When Aaron lashes out at the psychologist examining him another personality, Roy, is revealed. With the trial already underway, Vail cannot change Aaron plea and so has to find a way to introduce his client's condition. Aaron has something of a surprise for him as well. —garykmcd"
1,[4],67,Ace Ventura: Pet Detective (1994),"https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0109040/?ref_=fn_al_tt_1,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,6.9,288K,['Tom Shadyac'],"['Jack Bernstein', 'Tom Shadyac', 'Jim Carrey']","['Jim Carrey', 'Courteney Cox', 'Sean Young', 'Tone Loc', 'Dan Marino', 'Noble Willingham', 'Troy Evans', 'Raynor Scheine', 'Udo Kier', 'Frank Adonis', 'Tiny Ron', 'David Margulies', 'John Capodice', 'Judy Clayton', 'Bill Zuckert', 'Alice Drummond', 'Rebecca Ferratti', 'Mark Margolis']",PG-13,1994,1h 26min,29-04-1994,United Kingdom,29-04-1994,United Kingdom,"To be a Pet Detective, you have to understand both the criminals and animals. Ace Ventura goes even further... He behaves like a criminal animal. When a football team's mascot (a dolphin) is stolen just before the Superbowl, Ace Ventura is put on the case. Now, who would want to steal a dolphin, and why? —Lars J. Aas "
2,[7],305,"Ice Storm, The (1997)","https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX285_CR0,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX380_CR0,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0119349/?ref_=fn_al_tt_1,"In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.",7.4,55K,['Ang Lee'],"['Rick Moody', 'James Schamus']","['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire', 'Christina Ricci', 'Elijah Wood', 'Adam Hann-Byrd', 'David Krumholtz', 'Jamey Sheridan', 'Kate Burton', 'William Cain', 'Michael Cumpsty', 'Maia Danziger', 'Katie Holmes', 'Michael Egerman', 'Christine Farrell', 'Glenn Fitzgerald']",R,1997,1h 52min,06-02-1998,United Kingdom,06-02-1998,United Kingdom,"During the 1973 Thanksgiving weekend, the Hoods are - relationship-wise, skidding out-of-control, isolated from each other; Benjamin reels from drink-to-drink, His wife, Elena's losing patience with Ben's incessant lies. Home for the holidays, their son, Paul, heads into Manhattan, in search of a rich girl from his prep school. Wendy, the teenage daughter, roams the neighborhood, exploring the liquor and lingerie of her friends' parents, looking for something - anything - new. Then, an ice storm hits, and their problems seem inconsequential, and nothing will ever be the same. —Emory Herbertson "
3,[ 4 14],1041,Forget Paris (1995),"https://m.media-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,1,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg 380w",http://www.imdb.com/title/tt0113097/?ref_=fn_al_tt_1,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",6.5,12K,['Billy Crystal'],"['Billy Crystal', 'Lowell Ganz', 'Babaloo Mandel']","['Billy Crystal', 'Debra Winger', 'Joe Mantegna', 'Cynthia Stevenson', 'Richard Masur', 'Julie Kavner', 'William Hickey', 'Robert Costanzo', 'John Spencer', 'Tom Wright', 'Cathy Moriarty', 'Johnny Williams', 'Marv Albert', 'Bill Walton', 'Charles Barkley', 'David Robinson', 'Dan Majerle', 'Kevin Johnson']",PG-13,1995,1h 41min,29-09-1995,United Kingdom,29-09-1995,United Kingdom,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive. —Philip Apps "
4,[ 0  5 16],273,Heat (1995),"https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY422_CR1,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY562_CR1,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113277/?ref_=fn_al_tt_1,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,8.2,609K,['Michael Mann'],['Michael Mann'],"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Dennis Haysbert', 'William Fichtner', 'Natalie Portman', 'Tom Noonan', 'Kevin Gage', 'Hank Azaria', 'Susan Traylor']",R,1995,2h 50min,02-02-1996,United Kingdom,02-02-1996,United Kingdom,"Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending.... —Tad Dibbern "
5,[0 1 5],24,Rumble in the Bronx (1995),"https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY422_CR10,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR13,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0113326/?ref_=fn_al_tt_1,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,6.8,41K,['Stanley Tong'],"['Edward Tang', 'Fibe Ma']","['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung', 'Marc Akerstream', 'Garvin Cross', 'Morgan Lam', 'Ailen Sit', 'Man-Ching Chan', 'Fred Andrucci', 'Mark Antoniuk', 'Lauro David Chartrand-DelValle', 'Chris Franco', 'Lance Gibson', 'David Hooper', 'Kathy Hubble', 'Terrance Leigh', 'Dean McKenzie']",R,1995,1h 27min,04-07-1997,United Kingdom,04-07-1997,United Kingdom,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. Meanwhile, one of those petty thugs in the local gang stumbles into a criminal situation way over his head. Blinded by greed, his involvement draws his gang, the kid, Keong, and the whole neighborhood into a deadly crossfire. When the lazy cops fail to successfully resolve matters, Keong takes things into his own hands. Needless to say, much spectacular kung-fu and outrageous action sequences follow.... —Tad Dibbern "
6,[7],1488,Germinal (1993),"https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_QL75_UY281_CR7,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_QL75_UY422_CR10,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_QL75_UY562_CR14,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0107002/?ref_=fn_al_tt_1,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",7.1,5K,['Claude Berri'],"['Émile Zola', 'Claude Berri', 'Arlette Langmann']","['Renaud', 'Gérard Depardieu', 'Miou-Miou', 'Jean Carmet', 'Judith Henry', 'Jean-Roger Milo', 'Laurent Terzieff', 'Bernard Fresson', 'Jean-Pierre Bisson', 'Jacques Dacqmine', 'Anny Duperey', 'Gérard Croce', 'Frédéric van den Driessche', 'Annick Alane', 'Pierre Lafont', 'Thierry Levaret', 'Fred Personne', 'Cécile Bois']",R,1993,2h 40min,06-05-1994,United Kingdom,06-05-1994,United Kingdom,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them. —Michel Rudoy "
7,[4 7],712,Tin Men (1987),"https://m.media-amazon.com/images/M/MV5BOGZhMWY4OTUtMTQ2Ni00NzE3LTk1ZTMtNzdkOGFmZTQ4NjY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX190_CR0,7,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BOGZhMWY4OTUtMTQ2Ni00NzE3LTk1ZTMtNzdkOGFmZTQ4NjY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BOGZhMWY4OTUtMTQ2Ni00NzE3LTk1ZTMtNzdkOGFmZTQ4NjY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX380_CR0,13,380,562_.jpg 380w",http://www.imdb.com/title/tt0094155/?ref_=fn_al_tt_1,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,6.6,8.3K,['Barry Levinson'],['Barry Levinson'],"['Richard Dreyfuss', 'Danny DeVito', 'Barbara Hershey', 'John Mahoney', 'Jackie Gayle', 'Stanley Brock', 'Seymour Cassel', 'Bruno Kirby', 'J.T. Walsh', 'Richard Portnow', 'Matt Craven', 'Alan Blumenfeld', 'Brad Sullivan', 'Michael Tucker', ""Deirdre O'Connell"", 'Sheila McCauley', 'Michael Willis', 'Penny Nichols']",R,1987,1h 52min,01-08-1987,United Kingdom,01-08-1987,United Kingdom,"One step short of larceny, the aluminum siding salesmen in this movie sell their wares, compete with each other, and engage in a lot of great dialog. Tin Men focuses on the rivalry between BB Babowsky and Ernest Tilley. At the same time, the end of small world of which they are kings looms near as a government probe investigates their industry. —Reid Gagle"
8,[ 0  7 16],54,Outbreak (1995),"https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,10,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,13,380,562_.jpg 380w",http://www.imdb.com/title/tt0114069/?ref_=fn_al_tt_1,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,6.6,125K,['Wolfgang Petersen'],"['Laurence Dworet', 'Robert Roy Pool']","['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Kevin Spacey', 'Cuba Gooding Jr.', 'Donald Sutherland', 'Patrick Dempsey', 'Zakes Mokae', 'Malick Bowens', 'Susan Lee Hoffman', 'Benito Martinez', 'Bruce Jarchow', 'Leland Hayward III', 'Daniel Chodos', 'Dale Dye', 'Kara Keough', 'Gina Menza', 'Per Didrik Fasmer']",R,1995,2h 7min,28-04-1995,United Kingdom,28-04-1995,United Kingdom,"Colonel Dr. Sam Daniels has just divorced his wife Robby Keough, who works at the CDC. Out of the blue, he is assigned by his superior General Billy Ford to investigate a lethal disease in an African village with his crew formed by the scientist Casey Schuler and Major Dr. Salt. They are impressed by the disease and Colonel Daniels reports to General Ford his findings afraid of contamination in the USA. However General Ford tells that the disease kills so fast that would never reach their country. However, an African smuggled monkey carrier of the disease is brought to USA and the customs employee Jimbo Scott unsuccessfully tries to sell the animal. He releases the monkey in the woods and spreads the disease in the beginning of an outbreak in a small town in California. Now Colonel Daniels, his ex-wife and their teams must fight the invisible enemy while Colonel Daniels discovers dark secrets from his superior General Donald McClintock. —Claudio Carvalho, Rio de Janeiro, Brazil"
9,[7],1327,Captives (1994),"https://m.media-amazon.com/images/M/MV5BMTQ1MTQ1MTU1Ml5BMl5BanBnXkFtZTYwMjAyMjk5._V1_QL75_UY281_CR2,0,190,281_.jpg 190w, https://m.media-amazon.com/images/M/MV5BMTQ1MTQ1MTU1Ml5BMl5BanBnXkFtZTYwMjAyMjk5._V1_QL75_UY422_CR2,0,285,422_.jpg 285w, https://m.media-amazon.com/images/M/MV5BMTQ1MTQ1MTU1Ml5BMl5BanBnXkFtZTYwMjAyMjk5._V1_QL75_UY562_CR3,0,380,562_.jpg 380w",http://www.imdb.com/title/tt0109374/?ref_=fn_al_tt_1,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",6.3,2.3K,['Angela Pope'],['Frank Deasy'],"['Julia Ormond', 'Tim Roth', 'Keith Allen', 'Siobhan Redmond', 'Peter Capaldi', 'Colin Salmon', 'Richard Hawley', 'Annette Badland', 'Jeff Nuttall', 'Kenneth Cope', 'Bill Moody', 'Nathan Dambuza', 'Christina Collingridge', 'Victoria Scarborough', 'Anthony Keirnan', 'Aedin Moloney', 'Tricia Thorns', 'Cathy Murphy']",R,1994,1h 40min,28-04-1995,United Kingdom,28-04-1995,United Kingdom,"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all."
